country,fulltitle,country_OEL,continent,continent_OEL,panel#,continuityruns,continuityrunamount,continuitylength,continuityaveragelength,continuitymaxlength,continuityproportion,continuityruns%,continuityrunamount%,continuitylength%,continuityaveragelength%,continuitymaxlength%,continuityproportion%
France,Final Incal,France,Europe,Europe,410,67,50,117,2.34,5,28.53658537,0.163414634,0.12195122,0.285365854,0.005707317,0.012195122,0.069601428
France,La Vie En Rose - La Derni.re Pluie,France,Europe,Europe,151,28,15,43,2.866666667,7,28.47682119,0.185430464,0.099337748,0.284768212,0.018984547,0.046357616,0.18858822
France,La Voyageuse de Petite Ceinture,France,Europe,Europe,306,107,46,153,3.326086957,10,50,0.349673203,0.150326797,0.5,0.010869565,0.032679739,0.163398693
France,Le Cahier . Fleurs - Mauvaise Orchestration,France,Europe,Europe,306,43,36,79,2.194444444,4,25.81699346,0.140522876,0.117647059,0.258169935,0.007171387,0.013071895,0.08436926
France,Le Muret,France,Europe,Europe,146,65,20,85,4.25,14,58.21917808,0.445205479,0.136986301,0.582191781,0.029109589,0.095890411,0.398761494
France,Le Soldat,France,Europe,Europe,368,92,51,143,2.803921569,8,38.85869565,0.25,0.138586957,0.388586957,0.007619352,0.02173913,0.105594282
France,LoRaNnE - Frisco,France,Europe,Europe,318,58,35,93,2.657142857,7,29.24528302,0.182389937,0.110062893,0.29245283,0.008355795,0.022012579,0.091966299
France,Metabarons Genesis: Castaka,France,Europe,Europe,297,35,23,58,2.52173913,6,19.52861953,0.117845118,0.077441077,0.195286195,0.008490704,0.02020202,0.065752928
France,Notre Dame - Le Jour des Fous,France,Europe,Europe,314,57,30,87,2.9,11,27.70700637,0.181528662,0.095541401,0.277070064,0.009235669,0.035031847,0.088238874
France,Percy Shelley,France,Europe,Europe,146,21,11,32,2.909090909,6,21.91780822,0.143835616,0.075342466,0.219178082,0.01992528,0.04109589,0.150121974
France,Pietrolino,France,Europe,Europe,147,14,12,26,2.166666667,3,17.68707483,0.095238095,0.081632653,0.176870748,0.014739229,0.020408163,0.120320237
France,Screaming Planet - Eucharist Sun,France,Europe,Europe,54,15,7,22,3.142857143,4,40.74074074,0.277777778,0.12962963,0.407407407,0.058201058,0.074074074,0.754458162
France,Screaming Planet - The Guilt,France,Europe,Europe,94,26,14,40,2.857142857,8,42.55319149,0.276595745,0.14893617,0.425531915,0.030395137,0.085106383,0.452693526
France,Screaming Planet - The Invasion,France,Europe,Europe,158,37,26,63,2.423076923,5,39.87341772,0.234177215,0.164556962,0.398734177,0.01533593,0.03164557,0.252363403
France,Screaming Planet - The Last Word,France,Europe,Europe,36,3,3,6,2,2,16.66666667,0.083333333,0.083333333,0.166666667,0.055555556,0.055555556,0.462962963
France,Skipper - Somalia,France,Europe,Europe,151,25,13,38,2.923076923,8,25.16556291,0.165562914,0.086092715,0.251655629,0.019358125,0.052980132,0.166659357
France,Trans-Amazonie - La Chute du Masque,France,Europe,Europe,149,19,13,32,2.461538462,5,21.47651007,0.127516779,0.087248322,0.214765101,0.016520392,0.033557047,0.144137651
France,Tsunami,France,Europe,Europe,93,7,5,12,2.4,3,12.90322581,0.075268817,0.053763441,0.129032258,0.025806452,0.032258065,0.138744364
France,Une Folie Tr.s Ordinaire,France,Europe,Europe,182,44,25,69,2.76,6,37.91208791,0.241758242,0.137362637,0.379120879,0.015164835,0.032967033,0.208308175
Germany,Larry Potter,Germany,Europe,Europe,152,77,25,102,4.08,13,67.10526316,0.506578947,0.164473684,0.671052632,0.026842105,0.085526316,0.441481994
Germany,Die Band,Germany,Europe,Europe,310,57,29,86,2.965517241,7,27.74193548,0.183870968,0.093548387,0.277419355,0.009566185,0.022580645,0.089490114
Germany,Fix und Foxi,Germany,Europe,Europe,151,35,21,56,2.666666667,8,37.08609272,0.231788079,0.139072848,0.370860927,0.017660044,0.052980132,0.245603263
Germany,K.nig Kobra,Germany,Europe,Europe,155,25,19,44,2.315789474,5,28.38709677,0.161290323,0.122580645,0.283870968,0.014940577,0.032258065,0.18314256
Germany,Moga Mobo,Germany,Europe,Europe,441,65,38,103,2.710526316,6,23.35600907,0.14739229,0.0861678,0.233560091,0.006146318,0.013605442,0.052961472
Germany,Mulle - Das geplagteste Pferd der Welt,Germany,Europe,Europe,5,1,1,2,2,2,40,0.2,0.2,0.4,0.4,0.4,8
Germany,Mulle - Das sportlichste Pferd der Welt,Germany,Europe,Europe,5,2,1,3,3,3,60,0.4,0.2,0.6,0.6,0.6,12
Germany,Mulle - das Teufelspferd,Germany,Europe,Europe,19,7,4,11,2.75,5,57.89473684,0.368421053,0.210526316,0.578947368,0.144736842,0.263157895,3.047091413
Germany,Mulle - Das Turbo-Pferd,Germany,Europe,Europe,11,3,2,5,2.5,3,45.45454545,0.272727273,0.181818182,0.454545455,0.227272727,0.272727273,4.132231405
Germany,Mulle - Das ungluecklichste Pferd der Welt,Germany,Europe,Europe,5,2,1,3,3,3,60,0.4,0.2,0.6,0.6,0.6,12
Germany,Mulle - Das verrueckteste Pferd der Welt,Germany,Europe,Europe,5,2,1,3,3,3,60,0.4,0.2,0.6,0.6,0.6,12
Germany,Mulle - im Rueckwaertsgang,Germany,Europe,Europe,18,8,4,12,3,5,66.66666667,0.444444444,0.222222222,0.666666667,0.166666667,0.277777778,3.703703704
Germany,Mulle - Mulle dreht voll auf,Germany,Europe,Europe,50,5,3,8,2.666666667,3,16,0.1,0.06,0.16,0.053333333,0.06,0.32
Germany,Mulle - wird spruchreif,Germany,Europe,Europe,24,9,6,15,2.5,4,62.5,0.375,0.25,0.625,0.104166667,0.166666667,2.604166667
Germany,Operation Odin,Germany,Europe,Europe,161,22,13,35,2.692307692,4,21.73913043,0.136645963,0.080745342,0.217391304,0.016722408,0.02484472,0.135025655
Germany,Werner,Germany,Europe,Europe,153,99,25,124,4.96,20,81.04575163,0.647058824,0.163398693,0.810457516,0.032418301,0.130718954,0.529710795
Japan,12 sai. ~Kokoro~,Japan,Asia,Asia,284,45,26,71,2.730769231,7,25,0.158450704,0.091549296,0.25,0.009615385,0.024647887,0.088028169
Japan,Absolute Boyfriend,Japan,Asia,Asia,200,19,15,34,2.266666667,4,17,0.095,0.075,0.17,0.011333333,0.02,0.085
Japan,Ahiru No Sora,Japan,Asia,Asia,103,10,9,19,2.111111111,3,18.44660194,0.097087379,0.087378641,0.184466019,0.020496224,0.029126214,0.179093223
Japan,Air Gear,Japan,Asia,Asia,218,14,11,25,2.272727273,5,11.46788991,0.064220183,0.050458716,0.114678899,0.010425354,0.02293578,0.052605
Japan,Ansatsu Kyoushitsu,Japan,Asia,Asia,284,13,11,24,2.181818182,3,8.450704225,0.045774648,0.038732394,0.084507042,0.007682458,0.01056338,0.029756001
Japan,Ao no Exorcist,Japan,Asia,Asia,336,48,40,88,2.2,3,26.19047619,0.142857143,0.119047619,0.261904762,0.006547619,0.008928571,0.077947846
Japan,Ashi-Girl,Japan,Asia,Asia,192,28,23,51,2.217391304,4,26.5625,0.145833333,0.119791667,0.265625,0.011548913,0.020833333,0.138346354
Japan,Assassination Classroom,Japan,Asia,Asia,189,31,20,51,2.55,5,26.98412698,0.164021164,0.105820106,0.26984127,0.013492063,0.026455026,0.142773159
Japan,Attack on Titan,Japan,Asia,Asia,90,4,4,8,2,2,8.888888889,0.044444444,0.044444444,0.088888889,0.022222222,0.022222222,0.098765432
Japan,Baby and Me,Japan,Asia,Asia,198,33,18,51,2.833333333,5,25.75757576,0.166666667,0.090909091,0.257575758,0.014309764,0.025252525,0.130088766
Japan,Baby Steps,Japan,Asia,Asia,89,16,12,28,2.333333333,3,31.46067416,0.179775281,0.134831461,0.314606742,0.026217228,0.033707865,0.353490721
Japan,Beelzebub,Japan,Asia,Asia,191,17,10,27,2.7,5,14.13612565,0.089005236,0.052356021,0.141361257,0.014136126,0.02617801,0.074011129
Japan,Big Windup!,Japan,Asia,Asia,93,21,14,35,2.5,4,37.6344086,0.225806452,0.150537634,0.376344086,0.02688172,0.043010753,0.40467106
Japan,Billy Bat,Japan,Asia,Asia,99,25,15,40,2.666666667,7,40.4040404,0.252525253,0.151515152,0.404040404,0.026936027,0.070707071,0.40812162
Japan,Bleach,Japan,Asia,Asia,283,59,40,99,2.475,4,34.98233216,0.208480565,0.141342756,0.349823322,0.008745583,0.014134276,0.123612481
Japan,Blue Something,Japan,Asia,Asia,254,33,28,61,2.178571429,4,24.01574803,0.12992126,0.11023622,0.24015748,0.008577053,0.015748031,0.094550189
Japan,Bread & Butter,Japan,Asia,Asia,296,44,35,79,2.257142857,5,26.68918919,0.148648649,0.118243243,0.266891892,0.007625483,0.016891892,0.09016618
Japan,Cage of Eden,Japan,Asia,Asia,293,8,8,16,2,2,5.460750853,0.027303754,0.027303754,0.054607509,0.006825939,0.006825939,0.018637375
Japan,Captain Tsubasa,Japan,Asia,Asia,80,6,5,11,2.2,3,13.75,0.075,0.0625,0.1375,0.0275,0.0375,0.171875
Japan,Chairman Shima Kosaku,Japan,Asia,Asia,126,8,4,12,3,5,9.523809524,0.063492063,0.031746032,0.095238095,0.023809524,0.03968254,0.07558579
Japan,Claymore,Japan,Asia,Asia,285,17,16,33,2.0625,3,11.57894737,0.059649123,0.056140351,0.115789474,0.007236842,0.010526316,0.040627886
Japan,Clover: Trefle,Japan,Asia,Asia,198,27,14,41,2.928571429,7,20.70707071,0.136363636,0.070707071,0.207070707,0.014790765,0.035353535,0.104581165
Japan,Crimson Hero,Japan,Asia,Asia,203,10,9,19,2.111111111,3,9.359605911,0.049261084,0.044334975,0.093596059,0.010399562,0.014778325,0.046106433
Japan,D.N. Angel,Japan,Asia,Asia,61,22,10,32,3.2,5,52.45901639,0.360655738,0.163934426,0.524590164,0.052459016,0.081967213,0.859983875
Japan,Dolly Kanon,Japan,Asia,Asia,293,23,18,41,2.277777778,4,13.99317406,0.078498294,0.061433447,0.139931741,0.007773986,0.013651877,0.047758273
Japan,Dragon Ball,Japan,Asia,Asia,55,11,9,20,2.222222222,3,36.36363636,0.2,0.163636364,0.363636364,0.04040404,0.054545455,0.661157025
Japan,Fairy Tail,Japan,Asia,Asia,426,44,29,73,2.517241379,6,17.13615023,0.103286385,0.068075117,0.171361502,0.005909017,0.014084507,0.040225705
Japan,Gangoose,Japan,Asia,Asia,204,30,19,49,2.578947368,5,24.01960784,0.147058824,0.093137255,0.240196078,0.012641899,0.024509804,0.117743176
Japan,Giant Killing,Japan,Asia,Asia,194,15,12,27,2.25,4,13.91752577,0.077319588,0.06185567,0.139175258,0.011597938,0.020618557,0.071739824
Japan,Gintama,Japan,Asia,Asia,212,44,20,64,3.2,8,30.18867925,0.20754717,0.094339623,0.301886792,0.01509434,0.037735849,0.14239943
Japan,Gurazeni,Japan,Asia,Asia,238,5,4,9,2.25,3,3.781512605,0.021008403,0.016806723,0.037815126,0.009453782,0.012605042,0.015888708
Japan,Haikyu!!,Japan,Asia,Asia,121,7,6,13,2.166666667,3,10.74380165,0.05785124,0.049586777,0.107438017,0.017906336,0.024793388,0.088791749
Japan,Haikyuu!!,Japan,Asia,Asia,203,20,17,37,2.176470588,3,18.22660099,0.098522167,0.083743842,0.18226601,0.01072153,0.014778325,0.089786212
Japan,Hikaru No Go,Japan,Asia,Asia,106,42,20,62,3.1,12,58.49056604,0.396226415,0.188679245,0.58490566,0.029245283,0.113207547,0.551797793
Japan,History's Strongest Disciple Keichi,Japan,Asia,Asia,198,17,17,34,2,2,17.17171717,0.085858586,0.085858586,0.171717172,0.01010101,0.01010101,0.086725844
Japan,HunterXHunter,Japan,Asia,Asia,101,29,14,43,3.071428571,8,42.57425743,0.287128713,0.138613861,0.425742574,0.030410184,0.079207921,0.421527301
Japan,Ihoujin,Japan,Asia,Asia,250,32,20,52,2.6,6,20.8,0.128,0.08,0.208,0.0104,0.024,0.0832
Japan,Iromen ~Juunintoiro~,Japan,Asia,Asia,165,31,19,50,2.631578947,6,30.3030303,0.187878788,0.115151515,0.303030303,0.015948963,0.036363636,0.183654729
Japan,Kakukaku Shikajika,Japan,Asia,Asia,198,38,24,62,2.583333333,4,31.31313131,0.191919192,0.121212121,0.313131313,0.013047138,0.02020202,0.158147128
Japan,Kimi No Iru Machi,Japan,Asia,Asia,182,6,6,12,2,2,6.593406593,0.032967033,0.032967033,0.065934066,0.010989011,0.010989011,0.036227509
Japan,Kimi wa Sora no Subete,Japan,Asia,Asia,305,66,44,110,2.5,7,36.06557377,0.216393443,0.144262295,0.360655738,0.008196721,0.02295082,0.118247783
Japan,Kocchi Muite! Miiko,Japan,Asia,Asia,152,8,7,15,2.142857143,3,9.868421053,0.052631579,0.046052632,0.098684211,0.014097744,0.019736842,0.064923823
Japan,Kou no Dori,Japan,Asia,Asia,198,9,7,16,2.285714286,3,8.080808081,0.045454545,0.035353535,0.080808081,0.011544012,0.015151515,0.040812162
Japan,Kuroko no Basket,Japan,Asia,Asia,84,9,8,17,2.125,3,20.23809524,0.107142857,0.095238095,0.202380952,0.025297619,0.035714286,0.240929705
Japan,Kuroko's Basketball,Japan,Asia,Asia,193,11,10,21,2.1,3,10.88082902,0.056994819,0.051813472,0.10880829,0.010880829,0.015544041,0.056377352
Japan,Kyo wa Kaisha Yasumimasu,Japan,Asia,Asia,194,24,21,45,2.142857143,4,23.19587629,0.12371134,0.108247423,0.231958763,0.011045655,0.020618557,0.119566373
Japan,love?com,Japan,Asia,Asia,316,57,38,95,2.5,5,30.06329114,0.180379747,0.120253165,0.300632911,0.007911392,0.015822785,0.095136997
Japan,Magi: The Labyrinth of Magic,Japan,Asia,Asia,235,10,8,18,2.25,4,7.659574468,0.042553191,0.034042553,0.076595745,0.009574468,0.017021277,0.032593934
Japan,Marmalade Boy Little,Japan,Asia,Asia,248,33,26,59,2.269230769,5,23.79032258,0.133064516,0.10483871,0.237903226,0.009150124,0.02016129,0.09592872
Japan,Moment -Eien no Isshun,Japan,Asia,Asia,296,56,32,88,2.75,6,29.72972973,0.189189189,0.108108108,0.297297297,0.009290541,0.02027027,0.100438276
Japan,Nana,Japan,Asia,Asia,100,26,17,43,2.529411765,4,43,0.26,0.17,0.43,0.025294118,0.04,0.43
Japan,Naruto,Japan,Asia,Asia,315,73,44,117,2.659090909,9,37.14285714,0.231746032,0.13968254,0.371428571,0.008441558,0.028571429,0.117913832
Japan,Nisekoi,Japan,Asia,Asia,321,26,21,47,2.238095238,3,14.64174455,0.080996885,0.065420561,0.146417445,0.006972259,0.009345794,0.045612911
Japan,One Piece,Japan,Asia,Asia,308,30,18,48,2.666666667,4,15.58441558,0.097402597,0.058441558,0.155844156,0.008658009,0.012987013,0.050598752
Japan,One Punch-Man,Japan,Asia,Asia,192,18,14,32,2.285714286,3,16.66666667,0.09375,0.072916667,0.166666667,0.011904762,0.015625,0.086805556
Japan,Oyasumi Memories,Japan,Asia,Asia,282,52,36,88,2.444444444,6,31.20567376,0.184397163,0.127659574,0.312056738,0.008668243,0.021276596,0.110658418
Japan,Poison Berry in my Brain,Japan,Asia,Asia,138,15,13,28,2.153846154,3,20.28985507,0.108695652,0.094202899,0.202898551,0.015607581,0.02173913,0.147027935
Japan,Psyren,Japan,Asia,Asia,200,17,16,33,2.0625,3,16.5,0.085,0.08,0.165,0.0103125,0.015,0.0825
Japan,Regalo,Japan,Asia,Asia,240,21,17,38,2.235294118,3,15.83333333,0.0875,0.070833333,0.158333333,0.009313725,0.0125,0.065972222
Japan,Rurouni Kenshin,Japan,Asia,Asia,102,23,12,35,2.916666667,7,34.31372549,0.225490196,0.117647059,0.343137255,0.028594771,0.068627451,0.336409073
Japan,Saireen,Japan,Asia,Asia,100,26,15,41,2.733333333,6,41,0.26,0.15,0.41,0.027333333,0.06,0.41
Japan,Saiyuki,Japan,Asia,Asia,81,32,16,48,3,4,59.25925926,0.395061728,0.197530864,0.592592593,0.037037037,0.049382716,0.731595793
Japan,Shokugeki No Soma,Japan,Asia,Asia,475,70,46,116,2.52173913,8,24.42105263,0.147368421,0.096842105,0.244210526,0.005308924,0.016842105,0.051412742
Japan,Slam Dunk,Japan,Asia,Asia,86,7,7,14,2,2,16.27906977,0.081395349,0.081395349,0.162790698,0.023255814,0.023255814,0.189291509
Japan,The Prince of Tennis,Japan,Asia,Asia,72,9,7,16,2.285714286,3,22.22222222,0.125,0.097222222,0.222222222,0.031746032,0.041666667,0.308641975
Japan,The World God Only Knows,Japan,Asia,Asia,291,43,32,75,2.34375,3,25.77319588,0.147766323,0.109965636,0.257731959,0.008054124,0.010309278,0.088567683
Japan,Touch,Japan,Asia,Asia,110,19,14,33,2.357142857,4,30,0.172727273,0.127272727,0.3,0.021428571,0.036363636,0.272727273
Japan,Trinity Seven,Japan,Asia,Asia,222,23,17,40,2.352941176,5,18.01801802,0.103603604,0.076576577,0.18018018,0.010598834,0.022522523,0.081162243
Japan,Vagabond,Japan,Asia,Asia,190,19,17,36,2.117647059,4,18.94736842,0.1,0.089473684,0.189473684,0.011145511,0.021052632,0.099722992
Japan,Yu-Gi-Oh! 5D's,Japan,Asia,Asia,208,35,25,60,2.4,8,28.84615385,0.168269231,0.120192308,0.288461538,0.011538462,0.038461538,0.138683432
Korea,9 Faces of Love - Return of Princess Rouana,Korea,Asia,Asia,247,43,33,76,2.303030303,5,30.76923077,0.174089069,0.133603239,0.307692308,0.009324009,0.020242915,0.124571784
Korea,Aegis,Korea,Asia,Asia,170,25,16,41,2.5625,4,24.11764706,0.147058824,0.094117647,0.241176471,0.015073529,0.023529412,0.141868512
Korea,Boy of the Female Wolf,Korea,Asia,Asia,103,18,15,33,2.2,4,32.03883495,0.174757282,0.145631068,0.32038835,0.021359223,0.038834951,0.31105665
Korea,Emperor's Castle,Korea,Asia,Asia,128,3,3,6,2,2,4.6875,0.0234375,0.0234375,0.046875,0.015625,0.015625,0.036621094
Korea,He was Cool,Korea,Asia,Asia,143,24,15,39,2.6,5,27.27272727,0.167832168,0.104895105,0.272727273,0.018181818,0.034965035,0.190718373
Korea,In The Starlight,Korea,Asia,Asia,163,36,21,57,2.714285714,5,34.96932515,0.220858896,0.128834356,0.349693252,0.01665206,0.030674847,0.214535737
Korea,Invincible Yeonbyeongeol,Korea,Asia,Asia,73,15,9,24,2.666666667,5,32.87671233,0.205479452,0.123287671,0.328767123,0.03652968,0.068493151,0.450365922
Korea,Kingdom of the Winds,Korea,Asia,Asia,68,5,5,10,2,2,14.70588235,0.073529412,0.073529412,0.147058824,0.029411765,0.029411765,0.216262976
Korea,Kwaidan,Korea,Asia,Asia,276,45,27,72,2.666666667,6,26.08695652,0.163043478,0.097826087,0.260869565,0.009661836,0.02173913,0.094517958
Korea,Lie to Me,Korea,Asia,Asia,166,10,10,20,2,2,12.04819277,0.060240964,0.060240964,0.120481928,0.012048193,0.012048193,0.072579475
Korea,The Breaker New Waves,Korea,Asia,Asia,102,18,12,30,2.5,5,29.41176471,0.176470588,0.117647059,0.294117647,0.024509804,0.049019608,0.288350634
Korea,The Color of Earth,Korea,Asia,Asia,228,58,31,89,2.870967742,7,39.03508772,0.254385965,0.135964912,0.390350877,0.012591964,0.030701754,0.171206525
Korea,The Great Catsby,Korea,Asia,Asia,140,34,19,53,2.789473684,9,37.85714286,0.242857143,0.135714286,0.378571429,0.019924812,0.064285714,0.270408163
Korea,Zero/Six,Korea,Asia,Asia,142,16,11,27,2.454545455,4,19.01408451,0.112676056,0.077464789,0.190140845,0.017285531,0.028169014,0.133902004
Korea,Zippy Ziggy,Korea,Asia,Asia,78,18,11,29,2.636363636,4,37.17948718,0.230769231,0.141025641,0.371794872,0.033799534,0.051282051,0.476660092
Netherlands,Agent 327 - Dossier zevenslaper,Netherlands,Europe,Europe,304,127,47,174,3.70212766,8,57.23684211,0.417763158,0.154605263,0.572368421,0.012178052,0.026315789,0.188279086
Netherlands,Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt,Netherlands,Europe,Europe,75,26,17,43,2.529411765,5,57.33333333,0.346666667,0.226666667,0.573333333,0.03372549,0.066666667,0.764444444
Netherlands,Alleen op de wereld,Netherlands,Europe,Europe,155,37,25,62,2.48,5,40,0.238709677,0.161290323,0.4,0.016,0.032258065,0.258064516
Netherlands,Ambrosius - De gefleste geesten,Netherlands,Europe,Europe,156,38,23,61,2.652173913,8,39.1025641,0.243589744,0.147435897,0.391025641,0.017001115,0.051282051,0.250657462
Netherlands,Baron van Tast tot Zeveren,Netherlands,Europe,Europe,300,115,56,171,3.053571429,6,57,0.383333333,0.186666667,0.57,0.010178571,0.02,0.19
Netherlands,Blook - De supermolekuul,Netherlands,Europe,Europe,159,76,37,113,3.054054054,7,71.06918239,0.477987421,0.232704403,0.710691824,0.019207887,0.044025157,0.44697599
Netherlands,Claudia Brucken - Operatie Sneeuw,Netherlands,Europe,Europe,308,140,55,195,3.545454545,14,63.31168831,0.454545455,0.178571429,0.633116883,0.011511216,0.045454545,0.20555743
Netherlands,De Argonautjes - De Onderwereld,Netherlands,Europe,Europe,154,47,23,70,3.043478261,7,45.45454545,0.305194805,0.149350649,0.454545455,0.019762846,0.045454545,0.295159386
Netherlands,De avonturen van Douwe Dabbert - Florijn de Flierefluiter,Netherlands,Europe,Europe,156,64,36,100,2.777777778,7,64.1025641,0.41025641,0.230769231,0.641025641,0.017806268,0.044871795,0.410913872
Netherlands,De avonturen van Johan en Stefan - De Zondebokken,Netherlands,Europe,Europe,149,42,27,69,2.555555556,6,46.30872483,0.281879195,0.181208054,0.463087248,0.01715138,0.040268456,0.310796811
Netherlands,De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie,Netherlands,Europe,Europe,152,79,30,109,3.633333333,11,71.71052632,0.519736842,0.197368421,0.717105263,0.023903509,0.072368421,0.471779778
Netherlands,De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal,Netherlands,Europe,Europe,151,61,30,91,3.033333333,7,60.26490066,0.40397351,0.198675497,0.602649007,0.0200883,0.046357616,0.399105302
Netherlands,De Familie Doorzon - Het geslacht doorzon,Netherlands,Europe,Europe,153,75,26,101,3.884615385,11,66.0130719,0.490196078,0.169934641,0.660130719,0.025389643,0.071895425,0.431457986
Netherlands,De Nakomertjes - Nooit meer uitslapen!,Netherlands,Europe,Europe,154,62,30,92,3.066666667,9,59.74025974,0.402597403,0.194805195,0.597402597,0.01991342,0.058441558,0.387923765
Netherlands,De ontdekking,Netherlands,Europe,Europe,302,58,21,79,3.761904762,18,26.1589404,0.19205298,0.069536424,0.261589404,0.012456638,0.059602649,0.086619008
Netherlands,De Ruyter - De Engelsen komen!,Netherlands,Europe,Europe,151,44,27,71,2.62962963,8,47.01986755,0.291390728,0.178807947,0.470198675,0.017414766,0.052980132,0.311389851
Netherlands,Dick Bos,Netherlands,Europe,Europe,100,33,17,50,2.941176471,8,50,0.33,0.17,0.5,0.029411765,0.08,0.5
Netherlands,Dik van Dieren en zo - De eerste 11 zaken,Netherlands,Europe,Europe,150,29,24,53,2.208333333,4,35.33333333,0.193333333,0.16,0.353333333,0.014722222,0.026666667,0.235555556
Netherlands,Don't panic!,Netherlands,Europe,Europe,152,31,21,52,2.476190476,6,34.21052632,0.203947368,0.138157895,0.342105263,0.016290727,0.039473684,0.225069252
Netherlands,Een avontuur van Elno - D骠 vu in sMon-Thang,Netherlands,Europe,Europe,150,34,21,55,2.619047619,5,36.66666667,0.226666667,0.14,0.366666667,0.017460317,0.033333333,0.244444444
Netherlands,Een avontuur van Roel Dijkstra - De superspits,Netherlands,Europe,Europe,152,45,28,73,2.607142857,5,48.02631579,0.296052632,0.184210526,0.480263158,0.017152256,0.032894737,0.315962604
Netherlands,Eric de Noorman - De Steen van Atlantis,Netherlands,Europe,Europe,152,47,27,74,2.740740741,5,48.68421053,0.309210526,0.177631579,0.486842105,0.018031189,0.032894737,0.320290859
Netherlands,Franka - Gangsterfilm,Netherlands,Europe,Europe,159,41,29,70,2.413793103,7,44.02515723,0.257861635,0.182389937,0.440251572,0.015181089,0.044025157,0.276887781
Netherlands,In The Pines: 5 murder ballads,Netherlands,Europe,Europe,139,71,29,100,3.448275862,13,71.94244604,0.510791367,0.208633094,0.71942446,0.02480774,0.09352518,0.517571554
Netherlands,"Jan, Jans en de kinderen",Netherlands,Europe,Europe,610,356,110,466,4.236363636,12,76.39344262,0.583606557,0.180327869,0.763934426,0.006944858,0.019672131,0.125235152
Netherlands,Je geld of je leven,Netherlands,Europe,Europe,114,57,19,76,4,14,66.66666667,0.5,0.166666667,0.666666667,0.035087719,0.122807018,0.584795322
Netherlands,Joop Klepzeiker,Netherlands,Europe,Europe,154,82,25,107,4.28,10,69.48051948,0.532467532,0.162337662,0.694805195,0.027792208,0.064935065,0.451172204
Netherlands,Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid,Netherlands,Europe,Europe,152,43,24,67,2.791666667,11,44.07894737,0.282894737,0.157894737,0.440789474,0.018366228,0.072368421,0.289993075
Netherlands,Mario en de toverpluisbloem,Netherlands,Europe,Europe,152,67,36,103,2.861111111,6,67.76315789,0.440789474,0.236842105,0.677631579,0.018823099,0.039473684,0.445810249
Netherlands,Noortje - Altijd opgeruimd,Netherlands,Europe,Europe,151,55,31,86,2.774193548,7,56.95364238,0.364238411,0.205298013,0.569536424,0.018372143,0.046357616,0.37717644
Netherlands,Panda - De olieboertjes,Netherlands,Europe,Europe,70,8,7,15,2.142857143,3,21.42857143,0.114285714,0.1,0.214285714,0.030612245,0.042857143,0.306122449
Netherlands,Quaco - Leven in slavernij,Netherlands,Europe,Europe,151,28,22,50,2.272727273,4,33.11258278,0.185430464,0.145695364,0.331125828,0.015051174,0.026490066,0.219288628
Netherlands,Rood - Feestje met de regen,Netherlands,Europe,Europe,161,43,31,74,2.387096774,4,45.96273292,0.267080745,0.192546584,0.459627329,0.014826688,0.02484472,0.285482813
Netherlands,Sjors & Sjimmie  - Van dik hout,Netherlands,Europe,Europe,151,50,34,84,2.470588235,6,55.62913907,0.331125828,0.225165563,0.556291391,0.016361511,0.039735099,0.368404895
Netherlands,Sjors en Sjimmie - Bij de Arabieren,Netherlands,Europe,Europe,137,29,16,45,2.8125,7,32.84671533,0.211678832,0.116788321,0.328467153,0.020529197,0.051094891,0.239757046
