country,fulltitle,country_OEL,continent,continent_OEL,Situational,panel#,runs,amount,length,averagelength,maxlength,proportion,Frequency,PanelProportion,averagelength%,maxlength%
Korea,9 Faces of Love - Return of Princess Rouana,Korea,Asia,Asia,Character,247,63,41,104,2.536585366,5,42.10526316,0.165991903,0.421052632,0.010269576,0.020242915
Korea,Aegis,Korea,Asia,Asia,Character,170,28,18,46,2.555555556,4,27.05882353,0.105882353,0.270588235,0.01503268,0.023529412
Korea,Boy of the Female Wolf,Korea,Asia,Asia,Character,103,26,18,44,2.444444444,5,42.7184466,0.174757282,0.427184466,0.02373247,0.048543689
Korea,Emperor's Castle,Korea,Asia,Asia,Character,128,14,10,24,2.4,3,18.75,0.078125,0.1875,0.01875,0.0234375
Korea,He was Cool,Korea,Asia,Asia,Character,143,14,7,21,3,5,14.68531469,0.048951049,0.146853147,0.020979021,0.034965035
Korea,In The Starlight,Korea,Asia,Asia,Character,163,45,24,69,2.875,6,42.33128834,0.147239264,0.423312883,0.017638037,0.036809816
Korea,Invincible Yeonbyeongeol,Korea,Asia,Asia,Character,73,16,9,25,2.777777778,5,34.24657534,0.123287671,0.342465753,0.03805175,0.068493151
Korea,Kingdom of the Winds,Korea,Asia,Asia,Character,68,9,9,18,2,2,26.47058824,0.132352941,0.264705882,0.029411765,0.029411765
Korea,Kwaidan,Korea,Asia,Asia,Character,276,77,42,119,2.833333333,6,43.11594203,0.152173913,0.43115942,0.0102657,0.02173913
Korea,Lie to Me,Korea,Asia,Asia,Character,166,23,22,45,2.045454545,3,27.10843373,0.13253012,0.271084337,0.012322015,0.018072289
Korea,The Breaker New Waves,Korea,Asia,Asia,Character,102,33,18,51,2.833333333,11,50,0.176470588,0.5,0.027777778,0.107843137
Korea,The Color of Earth,Korea,Asia,Asia,Character,228,62,32,94,2.9375,7,41.22807018,0.140350877,0.412280702,0.012883772,0.030701754
Korea,The Great Catsby,Korea,Asia,Asia,Character,140,64,27,93,3.321428571,10,66.42857143,0.192857143,0.664285714,0.02372449,0.071428571
Korea,Zero/Six,Korea,Asia,Asia,Character,142,28,18,46,2.555555556,5,32.3943662,0.126760563,0.323943662,0.01799687,0.035211268
Korea,Zippy Ziggy,Korea,Asia,Asia,Character,78,23,10,33,3.3,5,42.30769231,0.128205128,0.423076923,0.042307692,0.064102564
Netherlands,Agent 327 - Dossier zevenslaper,Netherlands,Europe,Europe,Character,304,131,50,181,3.62,8,59.53947368,0.164473684,0.595394737,0.011907895,0.026315789
Netherlands,Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt,Netherlands,Europe,Europe,Character,75,33,15,48,3.2,9,64,0.2,0.64,0.042666667,0.12
Netherlands,Alleen op de wereld,Netherlands,Europe,Europe,Character,155,45,26,71,2.730769231,6,45.80645161,0.167741935,0.458064516,0.017617866,0.038709677
Netherlands,Ambrosius - De gefleste geesten,Netherlands,Europe,Europe,Character,156,44,25,69,2.76,8,44.23076923,0.16025641,0.442307692,0.017692308,0.051282051
Netherlands,Baron van Tast tot Zeveren,Netherlands,Europe,Europe,Character,300,128,58,186,3.206896552,7,62,0.193333333,0.62,0.010689655,0.023333333
Netherlands,Blook - De supermolekuul,Netherlands,Europe,Europe,Character,159,80,36,116,3.222222222,9,72.95597484,0.226415094,0.729559748,0.020265549,0.056603774
Netherlands,Claudia Brucken - Operatie Sneeuw,Netherlands,Europe,Europe,Character,308,145,54,199,3.685185185,14,64.61038961,0.175324675,0.646103896,0.011964887,0.045454545
Netherlands,De Argonautjes - De Onderwereld,Netherlands,Europe,Europe,Character,154,47,23,70,3.043478261,7,45.45454545,0.149350649,0.454545455,0.019762846,0.045454545
Netherlands,De avonturen van Douwe Dabbert - Florijn de Flierefluiter,Netherlands,Europe,Europe,Character,156,69,35,104,2.971428571,13,66.66666667,0.224358974,0.666666667,0.019047619,0.083333333
Netherlands,De avonturen van Johan en Stefan - De Zondebokken,Netherlands,Europe,Europe,Character,149,51,30,81,2.7,7,54.36241611,0.201342282,0.543624161,0.018120805,0.046979866
Netherlands,De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie,Netherlands,Europe,Europe,Character,152,83,30,113,3.766666667,11,74.34210526,0.197368421,0.743421053,0.024780702,0.072368421
Netherlands,De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal,Netherlands,Europe,Europe,Character,151,81,27,108,4,11,71.52317881,0.178807947,0.715231788,0.026490066,0.072847682
Netherlands,De Familie Doorzon - Het geslacht doorzon,Netherlands,Europe,Europe,Character,153,86,27,113,4.185185185,11,73.85620915,0.176470588,0.738562092,0.027354152,0.071895425
Netherlands,De Nakomertjes - Nooit meer uitslapen!,Netherlands,Europe,Europe,Character,154,70,28,98,3.5,9,63.63636364,0.181818182,0.636363636,0.022727273,0.058441558
Netherlands,De ontdekking,Netherlands,Europe,Europe,Character,302,71,24,95,3.958333333,18,31.45695364,0.079470199,0.314569536,0.013107064,0.059602649
Netherlands,De Ruyter - De Engelsen komen!,Netherlands,Europe,Europe,Character,151,57,30,87,2.9,8,57.61589404,0.198675497,0.57615894,0.019205298,0.052980132
Netherlands,Dick Bos,Netherlands,Europe,Europe,Character,100,54,19,73,3.842105263,16,73,0.19,0.73,0.038421053,0.16
Netherlands,Dik van Dieren en zo - De eerste 11 zaken,Netherlands,Europe,Europe,Character,150,35,27,62,2.296296296,4,41.33333333,0.18,0.413333333,0.015308642,0.026666667
Netherlands,Don't panic!,Netherlands,Europe,Europe,Character,152,36,22,58,2.636363636,6,38.15789474,0.144736842,0.381578947,0.017344498,0.039473684
Netherlands,Een avontuur van Elno - D骠 vu in sMon-Thang,Netherlands,Europe,Europe,Character,150,44,28,72,2.571428571,5,48,0.186666667,0.48,0.017142857,0.033333333
Netherlands,Een avontuur van Roel Dijkstra - De superspits,Netherlands,Europe,Europe,Character,152,54,28,82,2.928571429,7,53.94736842,0.184210526,0.539473684,0.019266917,0.046052632
Netherlands,Eric de Noorman - De Steen van Atlantis,Netherlands,Europe,Europe,Character,152,67,30,97,3.233333333,10,63.81578947,0.197368421,0.638157895,0.02127193,0.065789474
Netherlands,Franka - Gangsterfilm,Netherlands,Europe,Europe,Character,159,49,31,80,2.580645161,7,50.31446541,0.194968553,0.503144654,0.016230473,0.044025157
Netherlands,In The Pines: 5 murder ballads,Netherlands,Europe,Europe,Character,139,74,29,103,3.551724138,13,74.10071942,0.208633094,0.741007194,0.025551972,0.09352518
Netherlands,"Jan, Jans en de kinderen",Netherlands,Europe,Europe,Character,610,364,114,478,4.192982456,12,78.36065574,0.186885246,0.783606557,0.006873742,0.019672131
Netherlands,Je geld of je leven,Netherlands,Europe,Europe,Character,114,70,19,89,4.684210526,16,78.07017544,0.166666667,0.780701754,0.041089566,0.140350877
Netherlands,Joop Klepzeiker,Netherlands,Europe,Europe,Character,154,84,26,110,4.230769231,10,71.42857143,0.168831169,0.714285714,0.027472527,0.064935065
Netherlands,Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid,Netherlands,Europe,Europe,Character,152,67,32,99,3.09375,12,65.13157895,0.210526316,0.651315789,0.020353618,0.078947368
Netherlands,Mario en de toverpluisbloem,Netherlands,Europe,Europe,Character,152,73,34,107,3.147058824,11,70.39473684,0.223684211,0.703947368,0.020704334,0.072368421
Netherlands,Noortje - Altijd opgeruimd,Netherlands,Europe,Europe,Character,151,61,31,92,2.967741935,7,60.92715232,0.205298013,0.609271523,0.01965392,0.046357616
Netherlands,Panda - De olieboertjes,Netherlands,Europe,Europe,Character,70,11,9,20,2.222222222,4,28.57142857,0.128571429,0.285714286,0.031746032,0.057142857
Netherlands,Quaco - Leven in slavernij,Netherlands,Europe,Europe,Character,151,42,30,72,2.4,4,47.68211921,0.198675497,0.476821192,0.01589404,0.026490066
Netherlands,Rood - Feestje met de regen,Netherlands,Europe,Europe,Character,161,50,33,83,2.515151515,4,51.55279503,0.204968944,0.51552795,0.015622059,0.02484472
Netherlands,Sjors & Sjimmie  - Van dik hout,Netherlands,Europe,Europe,Character,151,60,39,99,2.538461538,6,65.56291391,0.258278146,0.655629139,0.016811004,0.039735099
Netherlands,Sjors en Sjimmie - Bij de Arabieren,Netherlands,Europe,Europe,Character,137,30,17,47,2.764705882,7,34.30656934,0.124087591,0.343065693,0.020180335,0.051094891
Netherlands,Sjors en Sjimmie - De geheimzinnige duikboot,Netherlands,Europe,Europe,Character,155,57,30,87,2.9,12,56.12903226,0.193548387,0.561290323,0.018709677,0.077419355
Netherlands,"Sjors, voorzitter van de Rebellenclub",Netherlands,Europe,Europe,Character,154,80,37,117,3.162162162,11,75.97402597,0.24025974,0.75974026,0.020533521,0.071428571
Netherlands,Tom Poes - De liefdadiger,Netherlands,Europe,Europe,Character,74,34,15,49,3.266666667,12,66.21621622,0.202702703,0.662162162,0.044144144,0.162162162
Netherlands,Tom Poes Weekblad 3 - Tom Poes en de geest in de fles,Netherlands,Europe,Europe,Character,68,27,18,45,2.5,5,66.17647059,0.264705882,0.661764706,0.036764706,0.073529412
Netherlands,Tom Poes Weekblad 3 - Tom Poes ontmoet een oude bekende,Netherlands,Europe,Europe,Character,74,32,17,49,2.882352941,8,66.21621622,0.22972973,0.662162162,0.038950715,0.108108108
Netherlands,Zonder Filter,Netherlands,Europe,Europe,Character,127,58,27,85,3.148148148,9,66.92913386,0.212598425,0.669291339,0.024788568,0.070866142
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och .rstidsnyckeln,Sweden,Europe,Europe,Character,125,30,19,49,2.578947368,6,39.2,0.152,0.392,0.020631579,0.048
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och Farmors Kista,Sweden,Europe,Europe,Character,43,21,8,29,3.625,7,67.44186047,0.186046512,0.674418605,0.084302326,0.162790698
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och J.tten Gorm,Sweden,Europe,Europe,Character,72,20,11,31,2.818181818,8,43.05555556,0.152777778,0.430555556,0.039141414,0.111111111
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och Trollkarlens Smycke,Sweden,Europe,Europe,Character,96,19,14,33,2.357142857,4,34.375,0.145833333,0.34375,0.024553571,0.041666667
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse: Sandslottst.vlingen,Sweden,Europe,Europe,Character,64,7,6,13,2.166666667,3,20.3125,0.09375,0.203125,0.033854167,0.046875
Sweden,Bamse: v.rldens starkaste bj.rn - Den Mystiska Bilen,Sweden,Europe,Europe,Character,56,15,11,26,2.363636364,3,46.42857143,0.196428571,0.464285714,0.042207792,0.053571429
Sweden,Bamse: v.rldens starkaste bj.rn - Drullevarg Matar F.glarna (fast.n han inte vill),Sweden,Europe,Europe,Character,68,29,13,42,3.230769231,7,61.76470588,0.191176471,0.617647059,0.047511312,0.102941176
Sweden,Bamse: v.rldens starkaste bj.rn - Fixare-sorkarna p. Stallstigen,Sweden,Europe,Europe,Character,26,7,5,12,2.4,3,46.15384615,0.192307692,0.461538462,0.092307692,0.115384615
Sweden,Bamse: v.rldens starkaste bj.rn - Katten Jansen och Husmusen Hj.lper Till,Sweden,Europe,Europe,Character,18,13,3,16,5.333333333,7,88.88888889,0.166666667,0.888888889,0.296296296,0.388888889
Sweden,Bamse: v.rldens starkaste bj.rn - Krosus Gladland II,Sweden,Europe,Europe,Character,88,24,11,35,3.181818182,7,39.77272727,0.125,0.397727273,0.036157025,0.079545455
Sweden,Bamse: v.rldens starkaste bj.rn - Lille Skutt I Fotbolls-VM,Sweden,Europe,Europe,Character,83,13,10,23,2.3,4,27.71084337,0.120481928,0.277108434,0.027710843,0.048192771
Sweden,Bamse: v.rldens starkaste bj.rn - Mini-Hop och Barnvakten,Sweden,Europe,Europe,Character,42,21,8,29,3.625,8,69.04761905,0.19047619,0.69047619,0.086309524,0.19047619
Sweden,Bamse: v.rldens starkaste bj.rn - Om Fotboll,Sweden,Europe,Europe,Character,8,0,0,0,0,0,0,0,0,0,0
Sweden,Bamse: v.rldens starkaste bj.rn - Om Sandslott,Sweden,Europe,Europe,Character,10,1,1,2,2,2,20,0.1,0.2,0.2,0.2
Sweden,Bamse: v.rldens starkaste bj.rn - Pellefant: Sn.ballskriget,Sweden,Europe,Europe,Character,32,7,6,13,2.166666667,3,40.625,0.1875,0.40625,0.067708333,0.09375
Sweden,Bamse: v.rldens starkaste bj.rn - Professor Murmeldjur har Br.ttom,Sweden,Europe,Europe,Character,30,14,5,19,3.8,6,63.33333333,0.166666667,0.633333333,0.126666667,0.2
Sweden,Bamse: v.rldens starkaste bj.rn - Skalman och Mullvalen,Sweden,Europe,Europe,Character,98,19,12,31,2.583333333,6,31.63265306,0.12244898,0.316326531,0.026360544,0.06122449
Sweden,Bamse: v.rldens starkaste bj.rn - Sorktyg i Skogen II,Sweden,Europe,Europe,Character,84,30,15,45,3,7,53.57142857,0.178571429,0.535714286,0.035714286,0.083333333
Sweden,Bamse: v.rldens starkaste bj.rn - Teddy Blir Detektiv,Sweden,Europe,Europe,Character,107,36,19,55,2.894736842,7,51.40186916,0.177570093,0.514018692,0.027053615,0.065420561
Sweden,Bamse: v.rldens starkaste bj.rn - Tidsresan: Bamse och de Mystiska Str.larna,Sweden,Europe,Europe,Character,84,18,11,29,2.636363636,5,34.52380952,0.130952381,0.345238095,0.031385281,0.05952381
Sweden,Bamse: v.rldens starkaste bj.rn - Vargen och Klockkuppen,Sweden,Europe,Europe,Character,94,33,17,50,2.941176471,5,53.19148936,0.180851064,0.531914894,0.031289111,0.053191489
Sweden,H.lge: Varning f򲠤lgskador!,Sweden,Europe,Europe,Character,127,77,32,109,3.40625,7,85.82677165,0.251968504,0.858267717,0.026820866,0.05511811
Sweden,Herman Hedning,Sweden,Europe,Europe,Character,77,39,18,57,3.166666667,7,74.02597403,0.233766234,0.74025974,0.041125541,0.090909091
USA,100%,USA,USA,USA,Character,139,44,23,67,2.913043478,10,48.20143885,0.165467626,0.482014388,0.020957147,0.071942446
USA,Action Comics - The Menace of Metallo,USA,USA,USA,Character,72,34,16,50,3.125,8,69.44444444,0.222222222,0.694444444,0.043402778,0.111111111
USA,Action Comics - The Supergirl from Krypton!,USA,USA,USA,Character,158,76,30,106,3.533333333,9,67.08860759,0.189873418,0.670886076,0.022362869,0.056962025
USA,Amazing Spider-man - Back in Black,USA,USA,USA,Character,270,99,44,143,3.25,9,52.96296296,0.162962963,0.52962963,0.012037037,0.033333333
USA,Amazing Spider-Man - Shaw's Gambit,USA,USA,USA,Character,212,71,34,105,3.088235294,6,49.52830189,0.160377358,0.495283019,0.014567148,0.028301887
USA,Andre the Giant: Life and Legend,USA,USA,USA,Character,131,34,20,54,2.7,6,41.22137405,0.152671756,0.41221374,0.020610687,0.045801527
USA,Arch Enemies One Hero. One Villan. On Apartment,USA,USA,USA,Character,184,62,28,90,3.214285714,8,48.91304348,0.152173913,0.489130435,0.017468944,0.043478261
USA,Assemby,OEL manga,USA,OEL manga,Character,168,57,28,85,3.035714286,6,50.5952381,0.166666667,0.505952381,0.018069728,0.035714286
USA,B.P.R.D. - The Black Flame,USA,USA,USA,Character,204,45,23,68,2.956521739,9,33.33333333,0.112745098,0.333333333,0.014492754,0.044117647
USA,Batman The Dark Knight - A Rush of Blood,USA,USA,USA,Character,237,96,49,145,2.959183673,10,61.1814346,0.206751055,0.611814346,0.012486007,0.042194093
USA,Batman:The Killing Joke,USA,USA,USA,Character,133,66,26,92,3.538461538,9,69.17293233,0.195488722,0.691729323,0.026604974,0.067669173
USA,Black Hood - Crime Goes to College,USA,USA,USA,Character,170,53,27,80,2.962962963,9,47.05882353,0.158823529,0.470588235,0.017429194,0.052941176
USA,Black Hood - The Case of the Medical Murderer,USA,USA,USA,Character,122,40,24,64,2.666666667,5,52.45901639,0.196721311,0.524590164,0.021857924,0.040983607
USA,Black Panther - Back to Africa: Part one,USA,USA,USA,Character,208,50,32,82,2.5625,6,39.42307692,0.153846154,0.394230769,0.012319712,0.028846154
USA,Blankets,USA,USA,USA,Character,128,43,17,60,3.529411765,8,46.875,0.1328125,0.46875,0.027573529,0.0625
USA,Blessed Thistle,USA,USA,USA,Character,218,90,45,135,3,11,61.9266055,0.206422018,0.619266055,0.013761468,0.050458716
USA,Blue Beetle - Joan,USA,USA,USA,Character,42,0,0,0,0,0,0,0,0,0,0
USA,Blue Beetle - The Man Who Stole 24 Hours,USA,USA,USA,Character,56,13,8,21,2.625,4,37.5,0.142857143,0.375,0.046875,0.071428571
USA,Blue Beetle - The Masks of Mystery,USA,USA,USA,Character,56,15,10,25,2.5,4,44.64285714,0.178571429,0.446428571,0.044642857,0.071428571
USA,Blue Monday,OEL manga,USA,OEL manga,Character,324,130,69,199,2.884057971,9,61.41975309,0.212962963,0.614197531,0.008901413,0.027777778
USA,Boxers,USA,USA,USA,Character,136,14,8,22,2.75,6,16.17647059,0.058823529,0.161764706,0.020220588,0.044117647
USA,Brain Boy - Pirates of the Air,USA,USA,USA,Character,154,48,28,76,2.714285714,12,49.35064935,0.181818182,0.493506494,0.017625232,0.077922078
USA,Captain America  - Blood Stone,USA,USA,USA,Character,184,104,19,86,4.777777778,21,46.73913043,0.10326087,0.467391304,0.025966184,0.114130435
USA,"Captain America  - U.S. Agent, Siege, Night of the Scourge part one",USA,USA,USA,Character,44,20,10,30,3,5,68.18181818,0.227272727,0.681818182,0.068181818,0.113636364
USA,Captain Atom - The Gremlins from the Planet Blue,USA,USA,USA,Character,103,23,12,35,2.916666667,12,33.98058252,0.116504854,0.339805825,0.028317152,0.116504854
USA,Captain Marvel Adventures - Capt. Marvel -Out West-,USA,USA,USA,Character,91,30,10,40,4,6,43.95604396,0.10989011,0.43956044,0.043956044,0.065934066
USA,Captain Marvel Adventures - Captain Marvel Battles the Vampire,USA,USA,USA,Character,90,48,21,69,3.285714286,9,76.66666667,0.233333333,0.766666667,0.036507937,0.1
USA,Captain Marvel Adventures - Captain Marvel Vs. Z,USA,USA,USA,Character,96,43,20,63,3.15,7,65.625,0.208333333,0.65625,0.0328125,0.072916667
USA,Captain Marvel Adventures - The Monsters of Saturn,USA,USA,USA,Character,105,30,21,51,2.428571429,6,48.57142857,0.2,0.485714286,0.023129252,0.057142857
USA,"Captain Midnight - """"Secret Sub""""",USA,USA,USA,Character,54,10,7,17,2.428571429,3,31.48148148,0.12962963,0.314814815,0.044973545,0.055555556
USA,Captain Midnight - The Murder Trap,USA,USA,USA,Character,110,35,17,52,3.058823529,5,47.27272727,0.154545455,0.472727273,0.027807487,0.045454545
USA,Chronicles of the Universe,OEL manga,USA,OEL manga,Character,267,34,20,54,2.7,5,20.2247191,0.074906367,0.202247191,0.01011236,0.018726592
USA,Constantine - The Spark and the Flame Part 1: The Price We Pay,USA,USA,USA,Character,148,67,34,101,2.970588235,10,68.24324324,0.22972973,0.682432432,0.020071542,0.067567568
USA,Daredevil - Guardian Devil,USA,USA,USA,Character,133,52,25,77,3.08,8,57.89473684,0.187969925,0.578947368,0.023157895,0.060150376
USA,Daredevil - The Mysterious Masked Matador,USA,USA,USA,Character,260,117,49,166,3.387755102,21,63.84615385,0.188461538,0.638461538,0.013029827,0.080769231
USA,Darkness Resurrection,USA,USA,USA,Character,205,79,39,118,3.025641026,9,57.56097561,0.190243902,0.575609756,0.014759225,0.043902439
USA,Deadpool - Bullseye part two,USA,USA,USA,Character,93,47,18,65,3.611111111,16,69.89247312,0.193548387,0.698924731,0.038829152,0.172043011
USA,Detective Comics - The Laughing Fish,USA,USA,USA,Character,228,80,35,115,3.285714286,8,50.43859649,0.153508772,0.504385965,0.014411028,0.035087719
USA,DMZ Body of a Journalist,USA,USA,USA,Character,180,47,18,65,3.611111111,10,36.11111111,0.1,0.361111111,0.020061728,0.055555556
USA,Doll Man - Monster of the Mire,USA,USA,USA,Character,60,27,12,39,3.25,7,65,0.2,0.65,0.054166667,0.116666667
USA,Doll Man - The Troll,USA,USA,USA,Character,49,29,10,39,3.9,13,79.59183673,0.204081633,0.795918367,0.079591837,0.265306122
USA,Fantastic Four - Skyfall,USA,USA,USA,Character,91,34,14,48,3.428571429,13,52.74725275,0.153846154,0.527472527,0.037676609,0.142857143
USA,Far Arden,USA,USA,USA,Character,118,26,20,46,2.3,3,38.98305085,0.169491525,0.389830508,0.019491525,0.025423729
USA,Fierce,USA,USA,USA,Character,226,52,27,79,2.925925926,7,34.95575221,0.119469027,0.349557522,0.012946575,0.030973451
USA,"Gigantor - Heart of Steel, Soul of Iron",OEL manga,USA,OEL manga,Character,175,19,14,33,2.357142857,4,18.85714286,0.08,0.188571429,0.013469388,0.022857143
USA,Gold Digger,OEL manga,USA,OEL manga,Character,138,24,24,46,2,2,33.33333333,0.173913043,0.333333333,0.014492754,0.014492754
USA,Green Lantern - No evil shall escape my sight,USA,USA,USA,Character,104,28,18,46,2.555555556,5,44.23076923,0.173076923,0.442307692,0.02457265,0.048076923
USA,Green Lantern Corps - Sacrifice of Will,USA,USA,USA,Character,180,20,11,31,2.818181818,5,17.22222222,0.061111111,0.172222222,0.015656566,0.027777778
USA,Green Lantern: Rebirth - Rings,USA,USA,USA,Character,260,88,43,131,3.046511628,7,50.38461538,0.165384615,0.503846154,0.011717352,0.026923077
USA,Heck,USA,USA,USA,Character,159,32,24,56,2.333333333,4,35.22012579,0.150943396,0.352201258,0.014675052,0.025157233
USA,Justice League of America - The Great Identity Crisis!,USA,USA,USA,Character,218,46,32,78,2.4375,5,35.77981651,0.146788991,0.357798165,0.011181193,0.02293578
USA,Lady Luck - Charity Ball,USA,USA,USA,Character,52,11,7,18,2.571428571,5,34.61538462,0.134615385,0.346153846,0.049450549,0.096153846
USA,Lady Luck - Pirate Mansion,USA,USA,USA,Character,79,31,15,46,3.066666667,7,58.2278481,0.189873418,0.582278481,0.038818565,0.088607595
USA,Lady Luck - The Count,USA,USA,USA,Character,32,10,6,16,2.666666667,4,50,0.1875,0.5,0.083333333,0.125
USA,Lady Luck - The Pyramid Club,USA,USA,USA,Character,58,22,13,35,2.692307692,5,60.34482759,0.224137931,0.603448276,0.046419098,0.086206897
USA,Lars of Mars -  The Terror Weapon,USA,USA,USA,Character,73,27,15,42,2.8,6,57.53424658,0.205479452,0.575342466,0.038356164,0.082191781
USA,Lars of Mars - The Crucial Game,USA,USA,USA,Character,44,13,8,21,2.625,4,47.72727273,0.181818182,0.477272727,0.059659091,0.090909091
USA,Lars of Mars - The Earthshaker,USA,USA,USA,Character,42,11,7,18,2.571428571,3,42.85714286,0.166666667,0.428571429,0.06122449,0.071428571
USA,Lars of Mars - The Terror Weapon,USA,USA,USA,Character,73,30,14,44,3.142857143,6,60.2739726,0.191780822,0.602739726,0.043052838,0.082191781
USA,Legends From Darkwood,OEL manga,USA,OEL manga,Character,461,110,58,170,2.881355932,15,36.87635575,0.125813449,0.368763557,0.00625023,0.032537961
USA,Luftmatte 1946,OEL manga,USA,OEL manga,Character,162,39,26,63,2.52,4,38.88888889,0.160493827,0.388888889,0.015555556,0.024691358
USA,Myth Warriors,OEL manga,USA,OEL manga,Character,148,41,24,65,2.708333333,5,43.91891892,0.162162162,0.439189189,0.01829955,0.033783784
USA,Nick Fury Agent of S.H.I.E.L.D. - Who is Scorpio,USA,USA,USA,Character,195,53,26,79,3.038461538,8,40.51282051,0.133333333,0.405128205,0.015581854,0.041025641
USA,Ninja High School Hawaii,OEL manga,USA,OEL manga,Character,229,69,35,104,2.971428571,7,45.41484716,0.152838428,0.454148472,0.012975671,0.030567686
USA,NorthWest Passage,USA,USA,USA,Character,91,23,13,36,2.769230769,7,39.56043956,0.142857143,0.395604396,0.030431107,0.076923077
USA,Once in a Blue Moon,OEL manga,USA,OEL manga,Character,186,45,31,76,2.451612903,5,40.86021505,0.166666667,0.408602151,0.013180715,0.02688172
USA,OZ The Manga - Council with the Munchkins,OEL manga,USA,OEL manga,Character,196,57,41,98,2.390243902,4,50,0.209183673,0.5,0.012195122,0.020408163
USA,Plastic Man - The Expander Device,USA,USA,USA,Character,96,45,20,65,3.25,9,67.70833333,0.208333333,0.677083333,0.033854167,0.09375
USA,Pride and Prejudice,OEL manga,USA,OEL manga,Character,88,16,11,27,2.454545455,5,30.68181818,0.125,0.306818182,0.027892562,0.056818182
USA,Rising Stars -  Voices of the Dead Bright,USA,USA,USA,Character,185,70,32,102,3.1875,9,55.13513514,0.172972973,0.551351351,0.01722973,0.048648649
USA,Same Difference,USA,USA,USA,Character,173,59,27,86,3.185185185,9,49.71098266,0.156069364,0.497109827,0.018411475,0.052023121
USA,Savage Dragon - The End,USA,USA,USA,Character,228,56,34,90,2.647058824,6,39.47368421,0.149122807,0.394736842,0.011609907,0.026315789
USA,Scott Pilgrim vs. The World,OEL manga,USA,OEL manga,Character,176,31,22,53,2.409090909,4,30.11363636,0.125,0.301136364,0.013688017,0.022727273
USA,Set to Sea,USA,USA,USA,Character,134,36,14,50,3.571428571,13,37.31343284,0.104477612,0.373134328,0.026652452,0.097014925
USA,Shackleton Antarctic Odyssey,USA,USA,USA,Character,142,28,15,43,2.866666667,6,30.28169014,0.105633803,0.302816901,0.020187793,0.042253521
USA,Star Wars Empire,USA,USA,USA,Character,192,24,16,40,2.5,4,20.83333333,0.083333333,0.208333333,0.013020833,0.020833333
USA,Street Fighter Classic,OEL manga,USA,OEL manga,Character,152,74,25,99,3.96,12,65.13157895,0.164473684,0.651315789,0.026052632,0.078947368
USA,Sumo,USA,USA,USA,Character,119,40,16,56,3.5,9,47.05882353,0.134453782,0.470588235,0.029411765,0.075630252
USA,Superman Batman Absolute Power - Absolute Power,USA,USA,USA,Character,142,39,17,56,3.294117647,10,39.43661972,0.11971831,0.394366197,0.023198012,0.070422535
USA,The Agents,OEL manga,USA,OEL manga,Character,254,61,39,100,2.564102564,9,39.37007874,0.153543307,0.393700787,0.010094892,0.035433071
USA,The Avengers - The Wrath of the Weathermen,USA,USA,USA,Character,111,26,14,40,2.857142857,6,36.03603604,0.126126126,0.36036036,0.025740026,0.054054054
USA,The Blue Beetle - The MadMen,USA,USA,USA,Character,125,47,29,76,2.620689655,8,60.8,0.232,0.608,0.020965517,0.064
USA,The Flame - Dr. Ivan's Insurance Bombing Racket.,USA,USA,USA,Character,292,136,60,196,3.266666667,8,67.12328767,0.205479452,0.671232877,0.011187215,0.02739726
USA,The Flash - Flashing Wheels,USA,USA,USA,Character,71,29,14,43,3.071428571,6,60.56338028,0.197183099,0.605633803,0.043259557,0.084507042
USA,The Incredible Hulk - Best Intentions,USA,USA,USA,Character,110,27,17,44,2.588235294,4,40,0.154545455,0.4,0.023529412,0.036363636
USA,The Invincible Iron Man - Ten Rings to Rule the World,USA,USA,USA,Character,87,31,19,50,2.631578947,5,57.47126437,0.218390805,0.574712644,0.030248034,0.057471264
USA,The Punisher - Blackout,USA,USA,USA,Character,297,105,50,155,3.1,7,52.18855219,0.168350168,0.521885522,0.01043771,0.023569024
USA,The Punisher - Do Not Fall in New York City,USA,USA,USA,Character,160,26,14,40,2.857142857,5,25,0.0875,0.25,0.017857143,0.03125
USA,The Story of Roberto Clemente,USA,USA,USA,Character,141,31,14,45,3.214285714,11,31.91489362,0.09929078,0.319148936,0.022796353,0.078014184
USA,Tokyo Knights,OEL manga,USA,OEL manga,Character,152,49,18,67,3.722222222,11,44.07894737,0.118421053,0.440789474,0.024488304,0.072368421
USA,Twilight X,OEL manga,USA,OEL manga,Character,160,64,29,93,3.206896552,9,58.125,0.18125,0.58125,0.020043103,0.05625
USA,Uncanny X-men,USA,USA,USA,Character,300,47,31,78,2.516129032,4,26,0.103333333,0.26,0.008387097,0.013333333
USA,Venom: Funeral Pyre - High Tension,USA,USA,USA,Character,95,33,18,51,2.833333333,10,53.68421053,0.189473684,0.536842105,0.029824561,0.105263158
