country,fulltitle,country_OEL,continent,continent_OEL,Situational,panel#,runs,amount,length,averagelength,maxlength,proportion,Frequency,PanelProportion,averagelength%,maxlength%
USA,Wolverine - Not dead yet part,USA,USA,USA,Character,156,76,32,108,3.375,7,69.23076923,0.205128205,0.692307692,0.021634615,0.044871795
USA,Wonder Woman - His Name is Psycho,USA,USA,USA,Character,136,40,19,59,3.105263158,10,43.38235294,0.139705882,0.433823529,0.022832817,0.073529412
USA,Wonder Woman - The Huntress,USA,USA,USA,Character,106,50,22,72,3.272727273,10,67.9245283,0.20754717,0.679245283,0.030874786,0.094339623
Belgium/Flanders,Baxter - H2O,Belgium/Flanders,Europe,Europe,Spatial,153,108,26,134,5.153846154,17,87.58169935,0.169934641,0.875816993,0.033685269,0.111111111
Belgium/Flanders,Bessy  - Ondergang in de grot,Belgium/Flanders,Europe,Europe,Spatial,156,132,16,148,9.25,26,94.87179487,0.102564103,0.948717949,0.059294872,0.166666667
Belgium/Flanders,Bessy Natuurkommando - De nacht van de schildpad,Belgium/Flanders,Europe,Europe,Spatial,153,109,24,133,5.541666667,22,86.92810458,0.156862745,0.869281046,0.036220044,0.14379085
Belgium/Flanders,Biebel - De Doos,Belgium/Flanders,Europe,Europe,Spatial,151,135,12,148,12.33333333,66,98.01324503,0.079470199,0.98013245,0.081677704,0.437086093
Belgium/Flanders,De avonturen van Johan en Stefan - De Zondebokken,Belgium/Flanders,Europe,Europe,Spatial,149,117,17,134,7.882352941,19,89.93288591,0.11409396,0.899328859,0.052901698,0.127516779
Belgium/Flanders,De avonturen van Jommeke - De muzikale Bella,Belgium/Flanders,Europe,Europe,Spatial,155,113,24,137,5.708333333,18,88.38709677,0.15483871,0.883870968,0.036827957,0.116129032
Belgium/Flanders,De avonturen van Nero en Co - De brief aan Nasser,Belgium/Flanders,Europe,Europe,Spatial,158,121,25,146,5.84,16,92.40506329,0.158227848,0.924050633,0.036962025,0.101265823
Belgium/Flanders,De avonturen van Nero en Co - De hoorn des overvloeds,Belgium/Flanders,Europe,Europe,Spatial,161,132,17,149,8.764705882,30,92.54658385,0.105590062,0.925465839,0.054439167,0.186335404
Belgium/Flanders,De Avonturen van Urbanus - Tegen de Dikkenekken,Belgium/Flanders,Europe,Europe,Spatial,161,120,29,149,5.137931034,22,92.54658385,0.180124224,0.925465839,0.031912615,0.136645963
Belgium/Flanders,De Kiekeboes - Vluchtmisdrijf,Belgium/Flanders,Europe,Europe,Spatial,151,115,27,142,5.259259259,20,94.0397351,0.178807947,0.940397351,0.034829532,0.132450331
Belgium/Flanders,"De Kriegels - Happy Halloween, Mister Zablowski",Belgium/Flanders,Europe,Europe,Spatial,150,107,28,135,4.821428571,15,90,0.186666667,0.9,0.032142857,0.1
Belgium/Flanders,De Rode Ridder - Het gebroken zwaard,Belgium/Flanders,Europe,Europe,Spatial,157,134,15,149,9.933333333,28,94.9044586,0.095541401,0.949044586,0.063269639,0.178343949
Belgium/Flanders,De rode ridder - Kerwyn de Magi.r,Belgium/Flanders,Europe,Europe,Spatial,155,126,20,146,7.3,29,94.19354839,0.129032258,0.941935484,0.047096774,0.187096774
Belgium/Flanders,De Spookjes - Spoken en piraten,Belgium/Flanders,Europe,Europe,Spatial,151,111,25,136,5.44,12,90.06622517,0.165562914,0.900662252,0.03602649,0.079470199
Belgium/Flanders,De Vrolijke Bengels,Belgium/Flanders,Europe,Europe,Spatial,152,78,38,116,3.052631579,8,76.31578947,0.25,0.763157895,0.020083102,0.052631579
Belgium/Flanders,Detective Van Zwam - Het Geheim van Matsuoka,Belgium/Flanders,Europe,Europe,Spatial,156,135,16,151,9.4375,45,96.79487179,0.102564103,0.967948718,0.060496795,0.288461538
Belgium/Flanders,F.C. De Kampioenen - Miss Moeial,Belgium/Flanders,Europe,Europe,Spatial,155,135,10,145,14.5,43,93.5483871,0.064516129,0.935483871,0.093548387,0.277419355
Belgium/Flanders,FC Schwalbe - Daar is 'm,Belgium/Flanders,Europe,Europe,Spatial,151,114,26,140,5.384615385,10,92.71523179,0.17218543,0.927152318,0.035659705,0.066225166
Belgium/Flanders,Het Grote Kabouter Wesley Boek,Belgium/Flanders,Europe,Europe,Spatial,168,138,19,157,8.263157895,24,93.45238095,0.113095238,0.93452381,0.049185464,0.142857143
Belgium/Flanders,Jan Zonder Vrees,Belgium/Flanders,Europe,Europe,Spatial,151,119,20,139,6.95,21,92.05298013,0.132450331,0.920529801,0.04602649,0.139072848
Belgium/Flanders,Jerom - De bronzen kabouter,Belgium/Flanders,Europe,Europe,Spatial,150,98,31,129,4.161290323,17,86,0.206666667,0.86,0.027741935,0.113333333
Belgium/Flanders,Jommeke - Het piepend bed,Belgium/Flanders,Europe,Europe,Spatial,154,133,19,152,8,30,98.7012987,0.123376623,0.987012987,0.051948052,0.194805195
Belgium/Flanders,K3 - De hoed van Ya Ya Yippee,Belgium/Flanders,Europe,Europe,Spatial,154,138,13,151,11.61538462,42,98.05194805,0.084415584,0.980519481,0.075424575,0.272727273
Belgium/Flanders,Kari Lente & Co,Belgium/Flanders,Europe,Europe,Spatial,150,113,19,132,6.947368421,23,88,0.126666667,0.88,0.046315789,0.153333333
Belgium/Flanders,Meesterwerken in Beeld - Robinson Cruso.,Belgium/Flanders,Europe,Europe,Spatial,91,60,17,77,4.529411765,12,84.61538462,0.186813187,0.846153846,0.049773756,0.131868132
Belgium/Flanders,Otto - Op hete kolen,Belgium/Flanders,Europe,Europe,Spatial,150,121,26,147,5.653846154,18,98,0.173333333,0.98,0.037692308,0.12
Belgium/Flanders,Piet Pienter en Bert Bibber - Invasie uit het heelal,Belgium/Flanders,Europe,Europe,Spatial,160,101,27,128,4.740740741,35,80,0.16875,0.8,0.02962963,0.21875
Belgium/Flanders,Samson & Gert - De Vliegsiroop,Belgium/Flanders,Europe,Europe,Spatial,153,110,24,134,5.583333333,17,87.58169935,0.156862745,0.875816993,0.036492375,0.111111111
Belgium/Flanders,Sloeber - Het Komplot,Belgium/Flanders,Europe,Europe,Spatial,314,256,42,298,7.095238095,23,94.9044586,0.133757962,0.949044586,0.0225963,0.073248408
Belgium/Flanders,Suske en Wiske - De Poenschepper,Belgium/Flanders,Europe,Europe,Spatial,161,122,27,149,5.518518519,22,92.54658385,0.167701863,0.925465839,0.034276513,0.136645963
Belgium/Flanders,Suske en Wiske - De snorrende snor,Belgium/Flanders,Europe,Europe,Spatial,158,120,23,143,6.217391304,16,90.50632911,0.14556962,0.905063291,0.039350578,0.101265823
Belgium/Flanders,Suske en Wiske - De sprietatoom,Belgium/Flanders,Europe,Europe,Spatial,156,127,19,146,7.684210526,18,93.58974359,0.121794872,0.935897436,0.04925776,0.115384615
Belgium/Flanders,Suske en Wiske - Het geheim van de Kalmhoutse heide,Belgium/Flanders,Europe,Europe,Spatial,156,118,25,143,5.72,16,91.66666667,0.16025641,0.916666667,0.036666667,0.102564103
Belgium/Flanders,Suske en Wiske - Op het eiland Amoras,Belgium/Flanders,Europe,Europe,Spatial,152,111,23,134,5.826086957,21,88.15789474,0.151315789,0.881578947,0.038329519,0.138157895
Belgium/Flanders,Suske en Wiske - Rikki en Wiske,Belgium/Flanders,Europe,Europe,Spatial,152,112,25,137,5.48,19,90.13157895,0.164473684,0.901315789,0.036052632,0.125
Belgium/Flanders,Thomas Pips - De rode Heks,Belgium/Flanders,Europe,Europe,Spatial,308,258,39,297,7.615384615,20,96.42857143,0.126623377,0.964285714,0.024725275,0.064935065
Belgium/Flanders,W817 - Een keivet akke-fietje,Belgium/Flanders,Europe,Europe,Spatial,152,120,17,137,8.058823529,16,90.13157895,0.111842105,0.901315789,0.053018576,0.105263158
Belgium/Flanders,Waterland - Onweer,Belgium/Flanders,Europe,Europe,Spatial,137,112,13,125,9.615384615,36,91.24087591,0.094890511,0.912408759,0.070185289,0.262773723
Belgium/Flanders,Weer over naar jou,Belgium/Flanders,Europe,Europe,Spatial,154,117,16,133,8.3125,38,86.36363636,0.103896104,0.863636364,0.053977273,0.246753247
Belgium/Flanders,Willeke - De draak van Kokoluput,Belgium/Flanders,Europe,Europe,Spatial,304,264,27,291,10.77777778,44,95.72368421,0.088815789,0.957236842,0.035453216,0.144736842
China,1/2 Prince,China,Asia,Asia,Spatial,100,88,7,96,13.71428571,69,96,0.07,0.96,0.137142857,0.69
China,Divine Melody,China,Asia,Asia,Spatial,95,64,10,74,7.4,24,77.89473684,0.105263158,0.778947368,0.077894737,0.252631579
China,Heaven Sword and Dragon Sabre  - The King of Gold Lion-Zhune Shai,China,Asia,Asia,Spatial,161,130,16,64,4.266666667,12,39.7515528,0.099378882,0.397515528,0.026501035,0.074534161
China,Mega Dragon & Tiger Future Kung Fu Action,China,Asia,Asia,Spatial,153,97,29,126,4.344827586,17,82.35294118,0.189542484,0.823529412,0.028397566,0.111111111
China,Saint Legend,China,Asia,Asia,Spatial,314,233,39,272,6.974358974,26,86.62420382,0.124203822,0.866242038,0.022211334,0.082802548
China,SNK vs. Capcom: SVC Chaos,China,Asia,Asia,Spatial,150,134,9,143,15.88888889,50,95.33333333,0.06,0.953333333,0.105925926,0.333333333
China,Storm Riders,China,Asia,Asia,Spatial,295,244,29,274,9.448275862,54,92.88135593,0.098305085,0.928813559,0.032028054,0.183050847
China,SVC Chaos: SNK vs Capcom,China,Asia,Asia,Spatial,88,74,8,82,10.25,28,93.18181818,0.090909091,0.931818182,0.116477273,0.318181818
China,The King of Fighters,China,Asia,Asia,Spatial,158,138,13,151,11.61538462,46,95.56962025,0.082278481,0.955696203,0.073515093,0.291139241
China,The King of Fighters: 2003,China,Asia,Asia,Spatial,164,148,13,163,12.53846154,54,99.3902439,0.079268293,0.993902439,0.076454034,0.329268293
China,Tiger x Crane Record of the Demon Master,China,Asia,Asia,Spatial,121,117,4,48,16,26,39.66942149,0.033057851,0.396694215,0.132231405,0.214876033
China,Xiewang Lin Jie,China,Asia,Asia,Spatial,341,304,30,334,11.13333333,39,97.94721408,0.08797654,0.979472141,0.032649071,0.114369501
China,Yin Zhi Shoumuren (Silver Gravekeeper),China,Asia,Asia,Spatial,72,57,8,65,8.125,24,90.27777778,0.111111111,0.902777778,0.112847222,0.333333333
France,Ab.lard - Une br.ve histoire de poussi.re et de cendre,France,Europe,Europe,Spatial,91,73,14,87,6.214285714,18,95.6043956,0.153846154,0.956043956,0.068288854,0.197802198
France,Alter Ego,France,Europe,Europe,Spatial,156,113,21,134,6.380952381,21,85.8974359,0.134615385,0.858974359,0.040903541,0.134615385
France,Catman - Une aventure de Cliff Burton,France,Europe,Europe,Spatial,310,181,60,241,4.016666667,17,77.74193548,0.193548387,0.777419355,0.012956989,0.05483871
France,Child of the Storm,France,Europe,Europe,Spatial,202,163,27,190,7.037037037,26,94.05940594,0.133663366,0.940594059,0.034836817,0.128712871
France,Donjon - La Fin du Donjon,France,Europe,Europe,Spatial,544,449,54,503,9.314814815,43,92.46323529,0.099264706,0.924632353,0.017122821,0.079044118
France,Final Incal,France,Europe,Europe,Spatial,410,246,67,315,4.632352941,22,76.82926829,0.163414634,0.768292683,0.011298422,0.053658537
France,La Vie En Rose - La Derni.re Pluie,France,Europe,Europe,Spatial,151,83,21,104,4.952380952,21,68.87417219,0.139072848,0.688741722,0.032797225,0.139072848
France,La Voyageuse de Petite Ceinture,France,Europe,Europe,Spatial,306,168,38,206,5.421052632,16,67.32026144,0.124183007,0.673202614,0.017715858,0.052287582
France,Le Cahier . Fleurs - Mauvaise Orchestration,France,Europe,Europe,Spatial,306,210,59,269,4.559322034,16,87.90849673,0.192810458,0.879084967,0.014899745,0.052287582
France,Le Muret,France,Europe,Europe,Spatial,146,96,16,112,7,19,76.71232877,0.109589041,0.767123288,0.047945205,0.130136986
France,Le Soldat,France,Europe,Europe,Spatial,368,308,44,352,8,20,95.65217391,0.119565217,0.956521739,0.02173913,0.054347826
France,LoRaNnE - Frisco,France,Europe,Europe,Spatial,318,211,42,253,6.023809524,23,79.55974843,0.132075472,0.795597484,0.018942797,0.072327044
France,Marsupilami: Sur la piste du Marsupilami,France,Europe,Europe,Spatial,529,366,79,445,5.632911392,16,84.12098299,0.149338374,0.84120983,0.010648226,0.030245747
France,Metabarons Genesis: Castaka,France,Europe,Europe,Spatial,297,204,54,258,4.777777778,22,86.86868687,0.181818182,0.868686869,0.016086794,0.074074074
France,Notre Dame - Le Jour des Fous,France,Europe,Europe,Spatial,314,127,17,144,8.470588235,32,45.85987261,0.054140127,0.458598726,0.026976396,0.101910828
France,Percy Shelley,France,Europe,Europe,Spatial,146,117,12,129,10.75,45,88.35616438,0.082191781,0.883561644,0.073630137,0.308219178
France,Pietrolino,France,Europe,Europe,Spatial,147,138,9,66,8.25,20,44.89795918,0.06122449,0.448979592,0.056122449,0.136054422
France,Screaming Planet - Eucharist Sun,France,Europe,Europe,Spatial,54,30,8,38,4.75,9,70.37037037,0.148148148,0.703703704,0.087962963,0.166666667
France,Screaming Planet - The Guilt,France,Europe,Europe,Spatial,94,68,7,75,10.71428571,26,79.78723404,0.074468085,0.79787234,0.113981763,0.276595745
France,Screaming Planet - The Invasion,France,Europe,Europe,Spatial,158,111,22,133,6.045454545,16,84.17721519,0.139240506,0.841772152,0.038262371,0.101265823
France,Screaming Planet - The Last Word,France,Europe,Europe,Spatial,36,14,5,19,3.8,7,52.77777778,0.138888889,0.527777778,0.105555556,0.194444444
France,Skipper - Somalia,France,Europe,Europe,Spatial,151,111,16,127,7.9375,18,84.10596026,0.105960265,0.841059603,0.052566225,0.119205298
France,Trans-Amazonie - La Chute du Masque,France,Europe,Europe,Spatial,149,91,25,116,4.64,21,77.85234899,0.167785235,0.77852349,0.03114094,0.140939597
France,Tsunami,France,Europe,Europe,Spatial,93,57,7,64,9.142857143,27,68.8172043,0.075268817,0.688172043,0.098310292,0.290322581
France,Une Folie Tr.s Ordinaire,France,Europe,Europe,Spatial,182,111,27,138,5.111111111,22,75.82417582,0.148351648,0.758241758,0.028083028,0.120879121
Germany,Larry Potter,Germany,Europe,Europe,Spatial,152,126,18,145,8.055555556,53,95.39473684,0.118421053,0.953947368,0.052997076,0.348684211
Germany,Die Band,Germany,Europe,Europe,Spatial,310,204,46,250,5.434782609,16,80.64516129,0.148387097,0.806451613,0.017531557,0.051612903
Germany,Fix und Foxi,Germany,Europe,Europe,Spatial,151,125,17,142,8.352941176,26,94.0397351,0.112582781,0.940397351,0.055317491,0.17218543
Germany,K.nig Kobra,Germany,Europe,Europe,Spatial,155,108,19,127,6.684210526,21,81.93548387,0.122580645,0.819354839,0.043123939,0.135483871
Germany,Moga Mobo,Germany,Europe,Europe,Spatial,441,238,58,296,5.103448276,48,67.12018141,0.131519274,0.671201814,0.011572445,0.108843537
Germany,Mulle - Das Beliebteste Pferd der Welt,Germany,Europe,Europe,Spatial,5,0,0,0,0,0,0,0,0,0,0
Germany,Mulle - Das geplagteste Pferd der Welt,Germany,Europe,Europe,Spatial,5,2,1,3,3,3,60,0.2,0.6,0.6,0.6
Germany,Mulle - Das lauteste Pferd der Welt,Germany,Europe,Europe,Spatial,5,0,0,0,0,0,0,0,0,0,0
Germany,Mulle - Das sportlichste Pferd der Welt,Germany,Europe,Europe,Spatial,5,4,1,5,5,5,100,0.2,1,1,1
Germany,Mulle - das Teufelspferd,Germany,Europe,Europe,Spatial,19,9,4,13,3.25,5,68.42105263,0.210526316,0.684210526,0.171052632,0.263157895
Germany,Mulle - Das Turbo-Pferd,Germany,Europe,Europe,Spatial,11,4,2,6,3,4,54.54545455,0.181818182,0.545454545,0.272727273,0.363636364
Germany,Mulle - Das ungluecklichste Pferd der Welt,Germany,Europe,Europe,Spatial,5,1,1,2,2,2,40,0.2,0.4,0.4,0.4
Germany,Mulle - Das verfressenste Pferd der Welt,Germany,Europe,Europe,Spatial,5,1,1,2,2,2,40,0.2,0.4,0.4,0.4
Germany,Mulle - Das verrueckteste Pferd der Welt,Germany,Europe,Europe,Spatial,5,4,1,5,5,5,100,0.2,1,1,1
Germany,Mulle - im Rueckwaertsgang,Germany,Europe,Europe,Spatial,18,14,3,17,5.666666667,8,94.44444444,0.166666667,0.944444444,0.314814815,0.444444444
Germany,Mulle - Mulle dreht voll auf,Germany,Europe,Europe,Spatial,50,17,9,26,2.888888889,5,52,0.18,0.52,0.057777778,0.1
Germany,Mulle - wird spruchreif,Germany,Europe,Europe,Spatial,24,14,5,19,3.8,7,79.16666667,0.208333333,0.791666667,0.158333333,0.291666667
Germany,Operation Odin,Germany,Europe,Europe,Spatial,161,83,31,114,3.677419355,8,70.80745342,0.192546584,0.708074534,0.022841114,0.049689441
Germany,Werner,Germany,Europe,Europe,Spatial,153,139,10,149,14.9,36,97.38562092,0.065359477,0.973856209,0.097385621,0.235294118
Japan,12 sai. ~Kokoro~,Japan,Asia,Asia,Spatial,284,259,17,276,17.25,62,97.18309859,0.059859155,0.971830986,0.060739437,0.218309859
Japan,Absolute Boyfriend,Japan,Asia,Asia,Spatial,200,168,18,186,10.33333333,38,93,0.09,0.93,0.051666667,0.19
Japan,Ahiru No Sora,Japan,Asia,Asia,Spatial,103,49,19,68,3.578947368,13,66.01941748,0.184466019,0.660194175,0.034747062,0.126213592
Japan,Air Gear,Japan,Asia,Asia,Spatial,218,165,30,195,6.5,18,89.44954128,0.137614679,0.894495413,0.029816514,0.082568807
Japan,Ansatsu Kyoushitsu,Japan,Asia,Asia,Spatial,284,176,50,226,4.52,19,79.57746479,0.176056338,0.795774648,0.015915493,0.066901408
Japan,Ao no Exorcist,Japan,Asia,Asia,Spatial,336,283,44,327,7.431818182,28,97.32142857,0.130952381,0.973214286,0.022118506,0.083333333
Japan,Ashi-Girl,Japan,Asia,Asia,Spatial,192,156,20,176,8.8,33,91.66666667,0.104166667,0.916666667,0.045833333,0.171875
Japan,Assassination Classroom,Japan,Asia,Asia,Spatial,189,129,19,148,7.789473684,37,78.30687831,0.100529101,0.783068783,0.041214146,0.195767196
Japan,Attack on Titan,Japan,Asia,Asia,Spatial,90,78,8,86,10.75,35,95.55555556,0.088888889,0.955555556,0.119444444,0.388888889
Japan,Baby and Me,Japan,Asia,Asia,Spatial,198,166,22,188,8.545454545,19,94.94949495,0.111111111,0.949494949,0.043158861,0.095959596
Japan,Baby Steps,Japan,Asia,Asia,Spatial,89,58,15,73,4.866666667,12,82.02247191,0.168539326,0.820224719,0.054681648,0.134831461
Japan,Beelzebub,Japan,Asia,Asia,Spatial,191,155,26,181,6.961538462,20,94.76439791,0.136125654,0.947643979,0.036447845,0.104712042
Japan,Big Windup!,Japan,Asia,Asia,Spatial,93,43,18,61,3.388888889,17,65.59139785,0.193548387,0.655913978,0.036439665,0.182795699
Japan,Billy Bat,Japan,Asia,Asia,Spatial,99,93,4,97,24.25,33,97.97979798,0.04040404,0.97979798,0.244949495,0.333333333
Japan,Bleach,Japan,Asia,Asia,Spatial,283,251,21,273,13,70,96.4664311,0.074204947,0.964664311,0.045936396,0.247349823
Japan,Blue Something,Japan,Asia,Asia,Spatial,254,148,45,193,4.288888889,14,75.98425197,0.177165354,0.75984252,0.016885389,0.05511811
Japan,Bread & Butter,Japan,Asia,Asia,Spatial,296,200,46,246,5.347826087,31,83.10810811,0.155405405,0.831081081,0.01806698,0.10472973
Japan,Cage of Eden,Japan,Asia,Asia,Spatial,293,248,38,286,7.526315789,48,97.6109215,0.129692833,0.976109215,0.025687085,0.163822526
Japan,Captain Tsubasa,Japan,Asia,Asia,Spatial,80,53,17,70,4.117647059,12,87.5,0.2125,0.875,0.051470588,0.15
Japan,Chairman Shima Kosaku,Japan,Asia,Asia,Spatial,126,99,18,117,6.5,15,92.85714286,0.142857143,0.928571429,0.051587302,0.119047619
Japan,Claymore,Japan,Asia,Asia,Spatial,285,241,32,273,8.53125,35,95.78947368,0.112280702,0.957894737,0.029934211,0.122807018
Japan,Clover: Trefle,Japan,Asia,Asia,Spatial,198,118,33,151,4.575757576,10,76.26262626,0.166666667,0.762626263,0.023109887,0.050505051
Japan,Crimson Hero,Japan,Asia,Asia,Spatial,203,147,36,183,5.083333333,13,90.14778325,0.177339901,0.901477833,0.025041051,0.064039409
Japan,D.N. Angel,Japan,Asia,Asia,Spatial,61,58,3,61,20.66666667,55,100,0.049180328,1,0.338797814,0.901639344
Japan,Dolly Kanon,Japan,Asia,Asia,Spatial,293,262,22,284,12.90909091,38,96.92832765,0.075085324,0.969283276,0.044058331,0.129692833
Japan,Dragon Ball,Japan,Asia,Asia,Spatial,55,46,5,51,10.2,39,92.72727273,0.090909091,0.927272727,0.185454545,0.709090909
Japan,Fairy Tail,Japan,Asia,Asia,Spatial,426,384,33,417,12.63636364,33,97.88732394,0.077464789,0.978873239,0.029662825,0.077464789
Japan,Gangoose,Japan,Asia,Asia,Spatial,204,160,31,191,6.161290323,21,93.62745098,0.151960784,0.93627451,0.030202404,0.102941176
Japan,Giant Killing,Japan,Asia,Asia,Spatial,194,153,14,69,5.307692308,17,35.56701031,0.072164948,0.355670103,0.027359239,0.087628866
Japan,Gintama,Japan,Asia,Asia,Spatial,212,136,26,162,6.230769231,20,76.41509434,0.122641509,0.764150943,0.029390421,0.094339623
Japan,Gurazeni,Japan,Asia,Asia,Spatial,238,181,24,205,8.541666667,32,86.13445378,0.100840336,0.861344538,0.035889356,0.134453782
Japan,Haikyu!!,Japan,Asia,Asia,Spatial,121,69,28,97,3.464285714,7,80.16528926,0.231404959,0.801652893,0.02863046,0.05785124
Japan,Haikyuu!!,Japan,Asia,Asia,Spatial,203,162,21,183,8.714285714,45,90.14778325,0.103448276,0.901477833,0.042927516,0.221674877
Japan,Hikaru No Go,Japan,Asia,Asia,Spatial,106,100,4,105,26.25,58,99.05660377,0.037735849,0.990566038,0.247641509,0.547169811
Japan,History's Strongest Disciple Keichi,Japan,Asia,Asia,Spatial,198,167,19,186,9.789473684,48,93.93939394,0.095959596,0.939393939,0.049441786,0.242424242
Japan,HunterXHunter,Japan,Asia,Asia,Spatial,101,81,12,93,7.75,18,92.07920792,0.118811881,0.920792079,0.076732673,0.178217822
Japan,Ihoujin,Japan,Asia,Asia,Spatial,250,217,18,235,13.05555556,25,94,0.072,0.94,0.052222222,0.1
Japan,Iromen ~Juunintoiro~,Japan,Asia,Asia,Spatial,165,141,18,159,8.833333333,30,96.36363636,0.109090909,0.963636364,0.053535354,0.181818182
Japan,Kakukaku Shikajika,Japan,Asia,Asia,Spatial,198,147,20,167,8.35,26,84.34343434,0.101010101,0.843434343,0.042171717,0.131313131
Japan,Kimi No Iru Machi,Japan,Asia,Asia,Spatial,182,129,26,155,5.961538462,27,85.16483516,0.142857143,0.851648352,0.032755706,0.148351648
Japan,Kimi wa Sora no Subete,Japan,Asia,Asia,Spatial,305,283,15,300,20,52,98.36065574,0.049180328,0.983606557,0.06557377,0.170491803
Japan,Kocchi Muite! Miiko,Japan,Asia,Asia,Spatial,152,137,10,147,14.7,42,96.71052632,0.065789474,0.967105263,0.096710526,0.276315789
Japan,Kou no Dori,Japan,Asia,Asia,Spatial,198,177,13,191,14.69230769,54,96.46464646,0.065656566,0.964646465,0.074203574,0.272727273
Japan,Kuroko no Basket,Japan,Asia,Asia,Spatial,84,60,14,74,5.285714286,12,88.0952381,0.166666667,0.880952381,0.06292517,0.142857143
Japan,Kuroko's Basketball,Japan,Asia,Asia,Spatial,193,144,23,167,7.260869565,50,86.52849741,0.119170984,0.865284974,0.037621086,0.259067358
Japan,Kyo wa Kaisha Yasumimasu,Japan,Asia,Asia,Spatial,194,164,19,183,9.631578947,26,94.32989691,0.097938144,0.943298969,0.049647314,0.134020619
Japan,love?com,Japan,Asia,Asia,Spatial,316,269,33,302,9.151515152,30,95.56962025,0.10443038,0.955696203,0.028960491,0.094936709
Japan,Magi: The Labyrinth of Magic,Japan,Asia,Asia,Spatial,235,177,30,207,6.9,29,88.08510638,0.127659574,0.880851064,0.029361702,0.123404255
Japan,Marmalade Boy Little,Japan,Asia,Asia,Spatial,248,197,25,222,8.88,48,89.51612903,0.100806452,0.89516129,0.035806452,0.193548387
Japan,Moment -Eien no Isshun,Japan,Asia,Asia,Spatial,296,238,28,267,9.535714286,72,90.2027027,0.094594595,0.902027027,0.032215251,0.243243243
Japan,Nana,Japan,Asia,Asia,Spatial,100,89,10,99,9.9,25,99,0.1,0.99,0.099,0.25
Japan,Naruto,Japan,Asia,Asia,Spatial,315,273,27,300,11.11111111,40,95.23809524,0.085714286,0.952380952,0.035273369,0.126984127
Japan,Nisekoi,Japan,Asia,Asia,Spatial,321,254,33,288,8.727272727,54,89.71962617,0.102803738,0.897196262,0.027187766,0.168224299
Japan,One Piece,Japan,Asia,Asia,Spatial,308,198,63,261,4.142857143,14,84.74025974,0.204545455,0.847402597,0.013450835,0.045454545
Japan,One Punch-Man,Japan,Asia,Asia,Spatial,192,151,29,180,6.206896552,45,93.75,0.151041667,0.9375,0.032327586,0.234375
Japan,Oyasumi Memories,Japan,Asia,Asia,Spatial,282,254,23,278,12.08695652,62,98.58156028,0.081560284,0.985815603,0.042861548,0.219858156
Japan,Poison Berry in my Brain,Japan,Asia,Asia,Spatial,138,95,25,120,4.8,9,86.95652174,0.18115942,0.869565217,0.034782609,0.065217391
Japan,Psyren,Japan,Asia,Asia,Spatial,200,156,24,181,7.541666667,69,90.5,0.12,0.905,0.037708333,0.345
Japan,Regalo,Japan,Asia,Asia,Spatial,240,178,34,212,6.235294118,36,88.33333333,0.141666667,0.883333333,0.025980392,0.15
Japan,Rurouni Kenshin,Japan,Asia,Asia,Spatial,102,92,5,97,19.4,44,95.09803922,0.049019608,0.950980392,0.190196078,0.431372549
Japan,Saireen,Japan,Asia,Asia,Spatial,100,79,9,88,9.777777778,30,88,0.09,0.88,0.097777778,0.3
Japan,Saiyuki,Japan,Asia,Asia,Spatial,81,76,4,81,20.25,69,100,0.049382716,1,0.25,0.851851852
Japan,Shokugeki No Soma,Japan,Asia,Asia,Spatial,475,362,58,420,7.24137931,28,88.42105263,0.122105263,0.884210526,0.015245009,0.058947368
Japan,Slam Dunk,Japan,Asia,Asia,Spatial,86,49,22,71,3.227272727,8,82.55813953,0.255813953,0.825581395,0.037526427,0.093023256
Japan,The Prince of Tennis,Japan,Asia,Asia,Spatial,72,58,11,69,6.272727273,13,95.83333333,0.152777778,0.958333333,0.087121212,0.180555556
Japan,The World God Only Knows,Japan,Asia,Asia,Spatial,291,223,44,267,6.068181818,23,91.75257732,0.151202749,0.917525773,0.020852858,0.079037801
Japan,Touch,Japan,Asia,Asia,Spatial,110,95,8,103,12.875,39,93.63636364,0.072727273,0.936363636,0.117045455,0.354545455
Japan,Trinity Seven,Japan,Asia,Asia,Spatial,222,204,12,217,18.08333333,73,97.74774775,0.054054054,0.977477477,0.081456456,0.328828829
Japan,Vagabond,Japan,Asia,Asia,Spatial,190,147,21,170,7.727272727,39,89.47368421,0.110526316,0.894736842,0.040669856,0.205263158
Japan,Yu-Gi-Oh! 5D's,Japan,Asia,Asia,Spatial,208,165,24,188,8.173913043,58,90.38461538,0.115384615,0.903846154,0.039297659,0.278846154
Korea,9 Faces of Love - Return of Princess Rouana,Korea,Asia,Asia,Spatial,247,177,36,213,5.916666667,24,86.23481781,0.145748988,0.862348178,0.023954116,0.097165992
Korea,Aegis,Korea,Asia,Asia,Spatial,170,152,16,168,10.5,33,98.82352941,0.094117647,0.988235294,0.061764706,0.194117647
Korea,Boy of the Female Wolf,Korea,Asia,Asia,Spatial,103,92,10,102,10.2,28,99.02912621,0.097087379,0.990291262,0.099029126,0.27184466
Korea,Emperor's Castle,Korea,Asia,Asia,Spatial,128,85,19,104,5.473684211,15,81.25,0.1484375,0.8125,0.042763158,0.1171875
Korea,He was Cool,Korea,Asia,Asia,Spatial,143,53,9,62,6.888888889,19,43.35664336,0.062937063,0.433566434,0.048174048,0.132867133
