country;fulltitle;country_OEL;continent;continent_OEL;panel#;charruns;charrunamount;charlength;charaveragelength;charmaxlength;charproportion;locationruns;locrunamount;loclength;locaveragelength;locmaxlength;locproportion;timeruns;timerunamount;timelength;timeaveragelength;timemaxlength;timeproportion;continuityruns;continuityrunamount;continuitylength;continuityaveragelength;continuitymaxlength;continuityproportion;discontinuity;discontinuityrunamount;discontinuitylength;discontinuitylength;discontinuitymaxlength;discontinuityproportion
Japan;Assassination Classroom;Japan;Asia;Asia;189;34;21;55;2.619047619;5;29.1005291;129;19;148;7.789473684;37;78.30687831;124;27;151;5.592592593;23;79.89417989;31;20;51;2.55;5;26.98412698;45;14;59;4.214285714;8;31.21693122
Japan;Attack on Titan;Japan;Asia;Asia;90;13;8;21;2.625;4;23.33333333;78;8;86;10.75;35;95.55555556;69;11;80;7.272727273;17;88.88888889;4;4;8;2;2;8.888888889;5;3;8;2.666666667;3;8.888888889
Japan;Baby and Me;Japan;Asia;Asia;198;36;18;54;3;5;27.27272727;166;22;188;8.545454545;19;94.94949495;179;12;192;16;66;96.96969697;33;18;51;2.833333333;5;25.75757576;4;3;7;2.333333333;3;3.535353535
Japan;Baby Steps;Japan;Asia;Asia;89;26;14;40;2.857142857;5;44.94382022;58;15;73;4.866666667;12;82.02247191;54;18;72;4;14;80.8988764;16;12;28;2.333333333;3;31.46067416;15;11;26;2.363636364;3;29.21348315
Japan;Beelzebub;Japan;Asia;Asia;191;39;25;64;2.56;5;33.5078534;155;26;181;6.961538462;20;94.76439791;59;35;94;2.685714286;7;49.21465969;17;10;27;2.7;5;14.13612565;18;15;33;2.2;3;17.27748691
Japan;Big Windup!;Japan;Asia;Asia;93;23;15;38;2.533333333;4;40.86021505;43;18;61;3.388888889;17;65.59139785;68;10;78;7.8;17;83.87096774;21;14;35;2.5;4;37.6344086;19;10;29;2.9;5;31.1827957
Japan;Billy Bat;Japan;Asia;Asia;99;29;17;46;2.705882353;7;46.46464646;93;4;97;24.25;33;97.97979798;83;12;95;7.916666667;15;95.95959596;25;15;40;2.666666667;7;40.4040404;2;2;4;2;2;4.04040404
Japan;Bleach;Japan;Asia;Asia;283;72;42;114;2.714285714;6;40.28268551;251;21;273;13;70;96.4664311;222;38;261;6.868421053;70;92.22614841;59;40;99;2.475;4;34.98233216;15;12;27;2.25;4;9.540636042
Japan;Blue Something;Japan;Asia;Asia;254;48;38;86;2.263157895;4;33.85826772;148;45;193;4.288888889;14;75.98425197;134;59;193;3.271186441;9;75.98425197;33;28;61;2.178571429;4;24.01574803;75;25;100;4;15;39.37007874
Japan;Bread & Butter;Japan;Asia;Asia;296;59;47;106;2.255319149;5;35.81081081;200;46;246;5.347826087;31;83.10810811;160;64;224;3.5;10;75.67567568;44;35;79;2.257142857;5;26.68918919;71;41;112;2.731707317;6;37.83783784
Japan;Cage of Eden;Japan;Asia;Asia;293;17;17;34;2;2;11.60409556;248;38;286;7.526315789;48;97.6109215;96;65;161;2.476923077;5;54.94880546;8;8;16;2;2;5.460750853;12;10;22;2.2;3;7.508532423
Japan;Captain Tsubasa;Japan;Asia;Asia;80;19;11;30;2.727272727;5;37.5;53;17;70;4.117647059;12;87.5;40;16;56;3.5;8;70;6;5;11;2.2;3;13.75;13;11;24;2.181818182;3;30
Japan;Chairman Shima Kosaku;Japan;Asia;Asia;126;13;8;21;2.625;6;16.66666667;99;18;117;6.5;15;92.85714286;97;18;115;6.388888889;17;91.26984127;8;4;12;3;5;9.523809524;17;12;29;2.416666667;3;23.01587302
Japan;Claymore;Japan;Asia;Asia;285;50;45;95;2.111111111;3;33.33333333;241;32;273;8.53125;35;95.78947368;142;54;196;3.62962963;10;68.77192982;17;16;33;2.0625;3;11.57894737;8;7;15;2.142857143;3;5.263157895
Japan;Clover: Trefle;Japan;Asia;Asia;198;48;24;72;3;7;36.36363636;118;33;151;4.575757576;10;76.26262626;97;19;116;6.105263158;28;58.58585859;27;14;41;2.928571429;7;20.70707071;51;23;74;3.217391304;12;37.37373737
Japan;Crimson Hero;Japan;Asia;Asia;203;17;16;33;2.0625;3;16.25615764;147;36;183;5.083333333;13;90.14778325;133;35;168;4.8;17;82.75862069;10;9;19;2.111111111;3;9.359605911;25;17;42;2.470588235;5;20.68965517
Japan;D.N. Angel;Japan;Asia;Asia;61;31;9;40;4.444444444;10;65.57377049;58;3;61;20.66666667;55;100;45;10;55;5.5;11;90.16393443;22;10;32;3.2;5;52.45901639;0;0;0;0;0;0
Japan;Dolly Kanon;Japan;Asia;Asia;293;37;32;69;2.15625;4;23.54948805;262;22;284;12.90909091;38;96.92832765;229;39;268;6.871794872;37;91.46757679;23;18;41;2.277777778;4;13.99317406;16;14;30;2.142857143;3;10.23890785
Japan;Dragon Ball;Japan;Asia;Asia;55;14;10;24;2.4;3;43.63636364;46;5;51;10.2;39;92.72727273;46;6;52;8.666666667;29;94.54545455;11;9;20;2.222222222;3;36.36363636;4;3;7;2.333333333;3;12.72727273
Japan;Fairy Tail;Japan;Asia;Asia;426;75;41;116;2.829268293;7;27.23004695;384;33;417;12.63636364;33;97.88732394;166;87;253;2.908045977;16;59.38967136;44;29;73;2.517241379;6;17.13615023;21;19;40;2.105263158;4;9.389671362
Japan;Gangoose;Japan;Asia;Asia;204;48;24;72;3;11;35.29411765;160;31;191;6.161290323;21;93.62745098;138;30;168;5.6;19;82.35294118;30;19;49;2.578947368;5;24.01960784;18;13;31;2.384615385;4;15.19607843
Japan;Giant Killing;Japan;Asia;Asia;194;16;12;28;2.333333333;4;14.43298969;153;14;69;5.307692308;17;35.56701031;94;36;130;3.611111111;10;67.01030928;15;12;27;2.25;4;13.91752577;33;14;47;3.357142857;6;24.22680412
Japan;Gintama;Japan;Asia;Asia;212;50;21;71;3.380952381;8;33.49056604;136;26;162;6.230769231;20;76.41509434;132;32;164;5.125;41;77.35849057;44;20;64;3.2;8;30.18867925;59;25;84;3.36;10;39.62264151
Japan;Gurazeni;Japan;Asia;Asia;238;19;16;35;2.1875;3;14.70588235;181;24;205;8.541666667;32;86.13445378;193;27;220;8.148148148;28;92.43697479;5;4;9;2.25;3;3.781512605;18;16;34;2.125;4;14.28571429
Japan;Haikyu!!;Japan;Asia;Asia;121;33;18;51;2.833333333;5;42.14876033;69;28;97;3.464285714;7;80.16528926;59;25;84;3.36;8;69.4214876;7;6;13;2.166666667;3;10.74380165;19;15;34;2.266666667;4;28.09917355
Japan;Haikyuu!!;Japan;Asia;Asia;203;25;21;46;2.19047619;3;22.66009852;162;21;183;8.714285714;45;90.14778325;146;36;182;5.055555556;19;89.65517241;20;17;37;2.176470588;3;18.22660099;30;19;49;2.578947368;4;24.13793103
Japan;Hikaru No Go;Japan;Asia;Asia;106;45;18;63;3.5;12;59.43396226;100;4;105;26.25;58;99.05660377;86;16;102;6.375;22;96.22641509;42;20;62;3.1;12;58.49056604;3;3;6;2;2;5.660377358
Japan;History's Strongest Disciple Keichi;Japan;Asia;Asia;198;23;23;46;2;2;23.23232323;167;19;186;9.789473684;48;93.93939394;103;45;148;3.288888889;11;74.74747475;17;17;34;2;2;17.17171717;10;8;18;2.25;3;9.090909091
Japan;HunterXHunter;Japan;Asia;Asia;101;35;17;52;3.058823529;8;51.48514851;81;12;93;7.75;18;92.07920792;70;15;85;5.666666667;17;84.15841584;29;14;43;3.071428571;8;42.57425743;11;7;18;2.571428571;4;17.82178218
Japan;Ihoujin;Japan;Asia;Asia;250;42;28;70;2.5;6;28;217;18;235;13.05555556;25;94;196;35;231;6.6;50;92.4;32;20;52;2.6;6;20.8;12;7;19;2.714285714;7;7.6
Japan;Iromen ~Juunintoiro~;Japan;Asia;Asia;165;38;20;58;2.9;6;35.15151515;141;18;159;8.833333333;30;96.36363636;136;24;160;6.666666667;16;96.96969697;31;19;50;2.631578947;6;30.3030303;13;10;23;2.3;3;13.93939394
Japan;Kakukaku Shikajika;Japan;Asia;Asia;198;54;35;89;2.542857143;4;44.94949495;147;20;167;8.35;26;84.34343434;147;20;168;8.4;53;84.84848485;38;24;62;2.583333333;4;31.31313131;22;14;36;2.571428571;4;18.18181818
Japan;Kimi No Iru Machi;Japan;Asia;Asia;182;18;15;33;2.2;3;18.13186813;129;26;155;5.961538462;27;85.16483516;59;34;93;2.735294118;8;51.0989011;6;6;12;2;2;6.593406593;34;21;55;2.619047619;5;30.21978022
Japan;Kimi wa Sora no Subete;Japan;Asia;Asia;305;78;41;119;2.902439024;12;39.01639344;283;15;300;20;52;98.36065574;253;36;238;6.611111111;27;78.03278689;66;44;110;2.5;7;36.06557377;13;10;23;2.3;3;7.540983607
Japan;Kocchi Muite! Miiko;Japan;Asia;Asia;152;8;7;15;2.142857143;3;9.868421053;137;10;147;14.7;42;96.71052632;144;6;151;25.16666667;71;99.34210526;8;7;15;2.142857143;3;9.868421053;3;3;6;2;2;3.947368421
Japan;Kou no Dori;Japan;Asia;Asia;198;15;11;26;2.363636364;3;13.13131313;177;13;191;14.69230769;54;96.46464646;157;19;177;9.315789474;54;89.39393939;9;7;16;2.285714286;3;8.080808081;11;8;19;2.375;3;9.595959596
Japan;Kuroko no Basket;Japan;Asia;Asia;84;27;10;37;3.7;9;44.04761905;60;14;74;5.285714286;12;88.0952381;43;17;60;3.529411765;9;71.42857143;9;8;17;2.125;3;20.23809524;6;6;12;2;2;14.28571429
Japan;Kuroko's Basketball;Japan;Asia;Asia;193;15;14;29;2.071428571;3;15.02590674;144;23;167;7.260869565;50;86.52849741;106;32;138;4.3125;11;71.50259067;11;10;21;2.1;3;10.88082902;43;19;62;3.263157895;7;32.12435233
Japan;Kyo wa Kaisha Yasumimasu;Japan;Asia;Asia;194;38;30;68;2.266666667;4;35.05154639;164;19;183;9.631578947;26;94.32989691;121;30;151;5.033333333;15;77.83505155;24;21;45;2.142857143;4;23.19587629;11;8;19;2.375;3;9.793814433
Japan;love?com;Japan;Asia;Asia;316;65;43;108;2.511627907;6;34.17721519;269;33;302;9.151515152;30;95.56962025;251;43;294;6.837209302;22;93.03797468;57;38;95;2.5;5;30.06329114;22;19;41;2.157894737;3;12.97468354
Japan;Magi: The Labyrinth of Magic;Japan;Asia;Asia;235;26;15;41;2.733333333;9;17.44680851;177;30;207;6.9;29;88.08510638;83;47;130;2.765957447;8;55.31914894;10;8;18;2.25;4;7.659574468;27;21;48;2.285714286;3;20.42553191
Japan;Marmalade Boy Little;Japan;Asia;Asia;248;39;32;71;2.21875;5;28.62903226;197;25;222;8.88;48;89.51612903;148;49;197;4.020408163;15;79.43548387;33;26;59;2.269230769;5;23.79032258;46;24;70;2.916666667;5;28.22580645
Japan;Moment -Eien no Isshun;Japan;Asia;Asia;296;57;32;89;2.78125;6;30.06756757;238;28;267;9.535714286;72;90.2027027;202;62;264;4.258064516;10;89.18918919;56;32;88;2.75;6;29.72972973;51;27;78;2.888888889;6;26.35135135
Japan;Nana;Japan;Asia;Asia;100;31;17;48;2.823529412;5;48;89;10;99;9.9;25;99;81;17;98;5.764705882;17;98;26;17;43;2.529411765;4;43;2;2;4;2;2;4
Japan;Naruto;Japan;Asia;Asia;315;84;46;130;2.826086957;11;41.26984127;273;27;300;11.11111111;40;95.23809524;254;35;289;8.257142857;26;91.74603175;73;44;117;2.659090909;9;37.14285714;17;13;30;2.307692308;3;9.523809524
Japan;Nisekoi;Japan;Asia;Asia;321;45;34;79;2.323529412;3;24.6105919;254;33;288;8.727272727;54;89.71962617;185;65;250;3.846153846;27;77.88161994;26;21;47;2.238095238;3;14.64174455;25;19;44;2.315789474;4;13.70716511
Japan;One Piece;Japan;Asia;Asia;308;52;34;86;2.529411765;4;27.92207792;198;63;261;4.142857143;14;84.74025974;211;41;252;6.146341463;30;81.81818182;30;18;48;2.666666667;4;15.58441558;49;32;81;2.53125;5;26.2987013
Japan;One Punch-Man ;Japan;Asia;Asia;192;47;32;79;2.46875;4;41.14583333;151;29;180;6.206896552;45;93.75;89;45;134;2.977777778;6;69.79166667;18;14;32;2.285714286;3;16.66666667;15;14;29;2.071428571;3;15.10416667
Japan;Oyasumi Memories;Japan;Asia;Asia;282;60;38;98;2.578947368;6;34.75177305;254;23;278;12.08695652;62;98.58156028;249;30;280;9.333333333;62;99.29078014;52;36;88;2.444444444;6;31.20567376;12;11;23;2.090909091;3;8.156028369
Japan;Poison Berry in my Brain;Japan;Asia;Asia;138;19;16;35;2.1875;3;25.36231884;95;25;120;4.8;9;86.95652174;102;21;123;5.857142857;42;89.13043478;15;13;28;2.153846154;3;20.28985507;17;11;28;2.545454545;3;20.28985507
Japan;Psyren;Japan;Asia;Asia;200;21;20;41;2.05;3;20.5;156;24;181;7.541666667;69;90.5;130;32;162;5.0625;20;81;17;16;33;2.0625;3;16.5;29;20;49;2.45;5;24.5
Japan;Regalo;Japan;Asia;Asia;240;34;24;58;2.416666667;4;24.16666667;178;34;212;6.235294118;36;88.33333333;154;38;192;5.052631579;35;80;21;17;38;2.235294118;3;15.83333333;34;22;56;2.545454545;6;23.33333333
Japan;Rurouni Kenshin;Japan;Asia;Asia;102;44;18;62;3.444444444;10;60.78431373;92;5;97;19.4;44;95.09803922;62;12;74;6.166666667;20;72.54901961;23;12;35;2.916666667;7;34.31372549;0;0;0;0;0;0
Japan;Saireen;Japan;Asia;Asia;100;42;14;56;4;14;56;79;9;88;9.777777778;30;88;58;29;87;3;6;87;26;15;41;2.733333333;6;41;8;7;15;2.142857143;3;15
Japan;Saiyuki;Japan;Asia;Asia;81;43;15;58;3.866666667;6;71.60493827;76;4;81;20.25;69;100;68;9;77;8.555555556;17;95.0617284;32;16;48;3;4;59.25925926;1;1;2;2;2;2.469135802
Japan;Shokugeki No Soma;Japan;Asia;Asia;475;84;53;137;2.58490566;8;28.84210526;362;58;420;7.24137931;28;88.42105263;250;89;339;3.808988764;16;71.36842105;70;46;116;2.52173913;8;24.42105263;78;39;117;3;12;24.63157895
Japan;Slam Dunk;Japan;Asia;Asia;86;22;15;37;2.466666667;3;43.02325581;49;22;71;3.227272727;8;82.55813953;48;12;60;5;12;69.76744186;7;7;14;2;2;16.27906977;12;11;23;2.090909091;3;26.74418605
Japan;The Prince of Tennis;Japan;Asia;Asia;72;30;12;42;3.5;6;58.33333333;58;11;69;6.272727273;13;95.83333333;44;13;57;4.384615385;12;79.16666667;9;7;16;2.285714286;3;22.22222222;2;2;4;2;2;5.555555556
Japan;The World God Only Knows;Japan;Asia;Asia;291;67;47;114;2.425531915;4;39.17525773;223;44;267;6.068181818;23;91.75257732;152;68;220;3.235294118;9;75.60137457;43;32;75;2.34375;3;25.77319588;23;17;40;2.352941176;3;13.74570447
Japan;Touch;Japan;Asia;Asia;110;52;19;71;3.736842105;11;64.54545455;95;8;103;12.875;39;93.63636364;70;17;87;5.117647059;11;79.09090909;19;14;33;2.357142857;4;30;3;3;6;2;2;5.454545455
Japan;Trinity Seven;Japan;Asia;Asia;222;28;20;48;2.4;5;21.62162162;204;12;217;18.08333333;73;97.74774775;118;48;166;3.458333333;9;74.77477477;23;17;40;2.352941176;5;18.01801802;2;2;4;2;2;1.801801802
Japan;Vagabond;Japan;Asia;Asia;190;32;24;59;2.36;4;31.05263158;147;21;170;7.727272727;39;89.47368421;103;35;138;3.942857143;14;72.63157895;19;17;36;2.117647059;4;18.94736842;31;17;48;2.823529412;7;25.26315789
Japan;Yu-Gi-Oh! 5D's;Japan;Asia;Asia;208;47;30;74;2.551724138;8;35.57692308;165;24;188;8.173913043;58;90.38461538;148;31;179;5.774193548;28;86.05769231;35;25;60;2.4;8;28.84615385;23;17;40;2.352941176;3;19.23076923
Korea;9 Faces of Love - Return of Princess Rouana;Korea;Asia;Asia;247;63;41;104;2.536585366;5;42.10526316;177;36;213;5.916666667;24;86.23481781;187;42;229;5.452380952;17;92.71255061;43;33;76;2.303030303;5;30.76923077;21;18;39;2.166666667;3;15.78947368
Korea;Aegis;Korea;Asia;Asia;170;28;18;46;2.555555556;4;27.05882353;152;16;168;10.5;33;98.82352941;139;24;163;6.791666667;29;95.88235294;25;16;41;2.5625;4;24.11764706;3;3;6;2;2;3.529411765
Korea;Boy of the Female Wolf;Korea;Asia;Asia;103;26;18;44;2.444444444;5;42.7184466;92;10;102;10.2;28;99.02912621;74;22;96;4.363636364;10;93.2038835;18;15;33;2.2;4;32.03883495;2;2;4;2;2;3.883495146
Korea;Emperor's Castle;Korea;Asia;Asia;128;14;10;24;2.4;3;18.75;85;19;104;5.473684211;15;81.25;65;24;89;3.708333333;10;69.53125;3;3;6;2;2;4.6875;20;10;30;3;7;23.4375
Korea;He was Cool;Korea;Asia;Asia;143;14;7;21;3;5;14.68531469;53;9;62;6.888888889;19;43.35664336;122;12;134;11.16666667;25;93.70629371;24;15;39;2.6;5;27.27272727;7;6;13;2.166666667;3;9.090909091
Korea;In The Starlight;Korea;Asia;Asia;163;45;24;69;2.875;6;42.33128834;134;19;153;8.052631579;26;93.86503067;109;33;142;4.303030303;13;87.11656442;36;21;57;2.714285714;5;34.96932515;6;6;12;2;2;7.36196319
Korea;Invincible Yeonbyeongeol;Korea;Asia;Asia;73;16;9;25;2.777777778;5;34.24657534;64;8;72;9;22;98.63013699;67;5;72;14.4;24;98.63013699;15;9;24;2.666666667;5;32.87671233;2;2;4;2;2;5.479452055
Korea;Kingdom of the Winds;Korea;Asia;Asia;68;9;9;18;2;2;26.47058824;40;14;54;3.857142857;10;79.41176471;54;13;67;5.153846154;17;98.52941176;5;5;10;2;2;14.70588235;4;4;8;2;2;11.76470588
Korea;Kwaidan;Korea;Asia;Asia;276;77;42;119;2.833333333;6;43.11594203;190;54;244;4.518518519;16;88.4057971;198;48;246;5.125;18;89.13043478;45;27;72;2.666666667;6;26.08695652;21;17;38;2.235294118;4;13.76811594
Korea;Lie to Me;Korea;Asia;Asia;166;23;22;45;2.045454545;3;27.10843373;113;28;141;5.035714286;29;84.93975904;126;30;156;5.2;20;93.97590361;10;10;20;2;2;12.04819277;8;8;16;2;2;9.638554217
Korea;The Breaker New Waves;Korea;Asia;Asia;102;33;18;51;2.833333333;11;50;71;15;86;5.733333333;19;84.31372549;69;26;95;3.653846154;9;93.1372549;18;12;30;2.5;5;29.41176471;8;7;15;2.142857143;3;14.70588235
Korea;The Color of Earth;Korea;Asia;Asia;228;62;32;94;2.9375;7;41.22807018;189;18;207;11.5;31;90.78947368;202;22;228;10.36363636;53;100;58;31;89;2.870967742;7;39.03508772;3;3;6;2;2;2.631578947
Korea;The Great Catsby;Korea;Asia;Asia;140;64;27;93;3.321428571;10;66.42857143;115;15;132;8.25;19;94.28571429;80;23;100;4.347826087;13;71.42857143;34;19;53;2.789473684;9;37.85714286;14;13;27;2.076923077;3;19.28571429
Korea;Zero/Six;Korea;Asia;Asia;142;28;18;46;2.555555556;5;32.3943662;99;17;116;6.823529412;22;81.69014085;87;27;114;4.222222222;11;80.28169014;16;11;27;2.454545455;4;19.01408451;12;9;21;2.333333333;3;14.78873239
Korea;Zippy Ziggy;Korea;Asia;Asia;78;23;10;33;3.3;5;42.30769231;59;13;72;5.538461538;12;92.30769231;67;7;74;10.57142857;16;94.87179487;18;11;29;2.636363636;4;37.17948718;1;1;2;2;2;2.564102564
Netherlands;Agent 327 - Dossier zevenslaper;Netherlands;Europe;Europe;304;131;50;181;3.62;8;59.53947368;252;35;287;8.2;41;94.40789474;287;13;133;10.23076923;34;43.75;127;47;174;3.70212766;8;57.23684211;14;12;26;2.166666667;3;8.552631579
Netherlands;Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt;Netherlands;Europe;Europe;75;33;15;48;3.2;9;64;55;16;71;4.4375;12;94.66666667;69;6;75;12.5;44;100;26;17;43;2.529411765;5;57.33333333;4;4;8;2;2;10.66666667
Netherlands;Alleen op de wereld;Netherlands;Europe;Europe;155;45;26;71;2.730769231;6;45.80645161;111;32;143;4.46875;12;92.25806452;154;1;155;155;0;100;37;25;62;2.48;5;40;0;0;0;0;0;0
Netherlands;Ambrosius - De gefleste geesten;Netherlands;Europe;Europe;156;44;25;69;2.76;8;44.23076923;135;13;148;11.38461538;25;94.87179487;152;4;47;11.75;25;30.12820513;38;23;61;2.652173913;8;39.1025641;1;1;2;2;2;1.282051282
Netherlands;Baron van Tast tot Zeveren;Netherlands;Europe;Europe;300;128;58;186;3.206896552;7;62;243;40;283;7.075;33;94.33333333;290;10;300;30;35;100;115;56;171;3.053571429;6;57;0;0;0;0;0;0
Netherlands;Blook - De supermolekuul;Netherlands;Europe;Europe;159;80;36;116;3.222222222;9;72.95597484;138;14;152;10.85714286;29;95.59748428;156;3;78;26;67;49.05660377;76;37;113;3.054054054;7;71.06918239;2;2;4;2;2;2.51572327
Netherlands;Claudia Brucken - Operatie Sneeuw;Netherlands;Europe;Europe;308;145;54;199;3.685185185;14;64.61038961;229;51;280;5.490196078;27;90.90909091;287;21;308;14.76190476;53;100;140;55;195;3.545454545;14;63.31168831;18;18;36;2;2;11.68831169
Netherlands;De Argonautjes - De Onderwereld;Netherlands;Europe;Europe;154;47;23;70;3.043478261;7;45.45454545;133;18;151;8.388888889;22;98.05194805;148;6;44;7.333333333;29;28.57142857;47;23;70;3.043478261;7;45.45454545;5;5;10;2;2;6.493506494
Netherlands;De avonturen van Douwe Dabbert - Florijn de Flierefluiter;Netherlands;Europe;Europe;156;69;35;104;2.971428571;13;66.66666667;136;14;150;10.71428571;37;96.15384615;152;4;22;5.5;15;14.1025641;64;36;100;2.777777778;7;64.1025641;3;3;6;2;2;3.846153846
Netherlands;De avonturen van Johan en Stefan - De Zondebokken;Netherlands;Europe;Europe;149;51;30;81;2.7;7;54.36241611;111;18;129;7.166666667;14;86.57718121;139;7;147;21;54;98.65771812;42;27;69;2.555555556;6;46.30872483;7;7;14;2;2;9.395973154
Netherlands;De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie;Netherlands;Europe;Europe;152;83;30;113;3.766666667;11;74.34210526;135;17;152;9;53;100;145;7;70;10;44;46.05263158;79;30;109;3.633333333;11;71.71052632;6;6;12;2;2;7.894736842
Netherlands;De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal;Netherlands;Europe;Europe;151;81;27;108;4;11;71.52317881;110;29;139;4.793103448;11;92.05298013;145;6;151;25.16666667;45;100;61;30;91;3.033333333;7;60.26490066;4;4;8;2;2;5.298013245
Netherlands;De Familie Doorzon - Het geslacht doorzon;Netherlands;Europe;Europe;153;86;27;113;4.185185185;11;73.85620915;107;24;131;5.458333333;12;85.62091503;140;13;153;11.76923077;15;100;75;26;101;3.884615385;11;66.0130719;1;1;2;2;2;1.307189542
Netherlands;De Nakomertjes - Nooit meer uitslapen!;Netherlands;Europe;Europe;154;70;28;98;3.5;9;63.63636364;95;27;122;4.518518519;9;79.22077922;135;19;154;8.105263158;13;100;62;30;92;3.066666667;9;59.74025974;0;0;0;0;0;0
Netherlands;De ontdekking;Netherlands;Europe;Europe;302;71;24;95;3.958333333;18;31.45695364;117;41;158;3.853658537;20;52.31788079;297;5;217;43.4;65;71.85430464;58;21;79;3.761904762;18;26.1589404;3;3;6;2;2;1.986754967
Netherlands;De Ruyter - De Engelsen komen!;Netherlands;Europe;Europe;151;57;30;87;2.9;8;57.61589404;93;33;126;3.818181818;8;83.44370861;132;19;151;7.947368421;24;100;44;27;71;2.62962963;8;47.01986755;1;1;2;2;2;1.324503311
Netherlands;Dick Bos;Netherlands;Europe;Europe;100;54;19;73;3.842105263;16;73;60;23;83;3.608695652;9;83;99;1;100;100;0;100;33;17;50;2.941176471;8;50;0;0;0;0;0;0
Netherlands;Dik van Dieren en zo - De eerste 11 zaken;Netherlands;Europe;Europe;150;35;27;62;2.296296296;4;41.33333333;104;26;130;5;18;86.66666667;140;5;145;29;41;96.66666667;29;24;53;2.208333333;4;35.33333333;6;3;9;3;5;6
Netherlands;Don't panic!;Netherlands;Europe;Europe;152;36;22;58;2.636363636;6;38.15789474;117;28;145;5.178571429;14;95.39473684;137;15;152;10.13333333;20;100;31;21;52;2.476190476;6;34.21052632;13;13;26;2;2;17.10526316
Netherlands;Een avontuur van Elno - Déjà vu in sMon-Thang;Netherlands;Europe;Europe;150;44;28;72;2.571428571;5;48;116;21;137;6.523809524;22;91.33333333;125;24;149;6.208333333;16;99.33333333;34;21;55;2.619047619;5;36.66666667;13;13;26;2;2;17.33333333
Netherlands;Een avontuur van Roel Dijkstra - De superspits;Netherlands;Europe;Europe;152;54;28;82;2.928571429;7;53.94736842;127;19;146;7.684210526;18;96.05263158;147;5;55;11;39;36.18421053;45;28;73;2.607142857;5;48.02631579;0;0;0;0;0;0
Netherlands;Eric de Noorman - De Steen van Atlantis;Netherlands;Europe;Europe;152;67;30;97;3.233333333;10;63.81578947;109;27;136;5.037037037;15;89.47368421;145;7;23;3.285714286;7;15.13157895;47;27;74;2.740740741;5;48.68421053;5;5;10;2;2;6.578947368
Netherlands;Franka - Gangsterfilm;Netherlands;Europe;Europe;159;49;31;80;2.580645161;7;50.31446541;107;25;132;5.28;46;83.01886792;145;13;158;12.15384615;33;99.37106918;41;29;70;2.413793103;7;44.02515723;11;10;21;2.1;3;13.20754717
Netherlands;In The Pines: 5 murder ballads;Netherlands;Europe;Europe;139;74;29;103;3.551724138;13;74.10071942;117;15;132;8.8;27;94.96402878;132;7;139;19.85714286;32;100;71;29;100;3.448275862;13;71.94244604;6;6;12;2;2;8.633093525
Netherlands;Jan, Jans en de kinderen;Netherlands;Europe;Europe;610;364;114;478;4.192982456;12;78.36065574;481;90;571;6.344444444;12;93.60655738;537;72;609;8.458333333;12;99.83606557;356;110;466;4.236363636;12;76.39344262;1;1;2;2;2;0.327868852
Netherlands;Je geld of je leven;Netherlands;Europe;Europe;114;70;19;89;4.684210526;16;78.07017544;85;17;102;6;14;89.47368421;113;1;114;114;0;100;57;19;76;4;14;66.66666667;0;0;0;0;0;0
Netherlands;Joop Klepzeiker;Netherlands;Europe;Europe;154;84;26;110;4.230769231;10;71.42857143;125;20;145;7.25;11;94.15584416;137;17;154;9.058823529;11;100;82;25;107;4.28;10;69.48051948;0;0;0;0;0;0
Netherlands;Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid;Netherlands;Europe;Europe;152;67;32;99;3.09375;12;65.13157895;86;28;114;4.071428571;16;75;133;16;149;9.3125;28;98.02631579;43;24;67;2.791666667;11;44.07894737;13;12;25;2.083333333;3;16.44736842
Netherlands;Mario en de toverpluisbloem;Netherlands;Europe;Europe;152;73;34;107;3.147058824;11;70.39473684;129;20;149;7.45;29;98.02631579;143;9;152;16.88888889;38;100;67;36;103;2.861111111;6;67.76315789;6;6;12;2;2;7.894736842
Netherlands;Noortje - Altijd opgeruimd;Netherlands;Europe;Europe;151;61;31;92;2.967741935;7;60.92715232;104;32;136;4.25;8;90.06622517;132;19;151;7.947368421;27;100;55;31;86;2.774193548;7;56.95364238;0;0;0;0;0;0
Netherlands;Panda - De olieboertjes;Netherlands;Europe;Europe;70;11;9;20;2.222222222;4;28.57142857;51;12;63;5.25;15;90;69;1;70;70;71;100;8;7;15;2.142857143;3;21.42857143;0;0;0;0;0;0
Netherlands;Quaco - Leven in slavernij;Netherlands;Europe;Europe;151;42;30;72;2.4;4;47.68211921;102;24;126;5.25;16;83.44370861;146;5;78;15.6;45;51.65562914;28;22;50;2.272727273;4;33.11258278;0;0;0;0;0;0
Netherlands;Rood - Feestje met de regen;Netherlands;Europe;Europe;161;50;33;83;2.515151515;4;51.55279503;102;36;138;3.833333333;12;85.71428571;125;36;161;4.472222222;12;100;43;31;74;2.387096774;4;45.96273292;0;0;0;0;0;0
